region_id,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_199_M,PI1_199_F,PI1_199_P,PI200_299_M,PI200_299_F,PI200_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_599_M,PI400_599_F,PI400_599_P,PI600_799_M,PI600_799_F,PI600_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
LGA51960,14,15,29,7,12,19,24,25,49,8,21,29,4,18,22,11,8,19,11,4,15,34,9,43,8,7,15,121,119,240
LGA52030,0,0,0,0,0,0,0,3,3,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,9,9,18
LGA52100,3,0,3,3,0,3,3,0,3,0,6,6,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,9,14,23
LGA52170,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,9
LGA52240,0,0,0,0,0,0,0,5,5,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
LGA52310,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
LGA52380,3,3,6,3,3,6,3,4,7,0,0,0,4,4,8,0,0,0,0,0,0,3,0,3,7,8,15,23,22,45
LGA52450,3,0,3,3,0,3,0,5,5,3,0,3,3,0,3,0,3,3,3,0,3,0,4,4,0,0,0,15,12,27
LGA52520,5,3,8,3,3,6,3,3,6,0,3,3,0,5,5,3,3,6,0,0,0,4,0,4,0,0,0,18,20,38
LGA52590,3,4,7,0,3,3,0,8,8,3,3,6,3,5,8,3,0,3,0,3,3,6,0,6,3,0,3,21,26,47
LGA52660,6,7,13,11,8,19,3,10,13,0,7,7,4,16,20,8,10,18,13,3,16,15,14,29,3,11,14,63,86,149
LGA52730,0,0,0,0,3,3,10,3,13,0,0,0,4,0,4,0,0,0,0,3,3,0,3,3,0,0,0,14,12,26
LGA52800,123,77,200,168,204,372,392,430,822,164,221,385,104,130,234,68,100,168,36,57,93,89,81,170,102,115,217,1246,1415,2661
LGA52870,3,15,18,0,5,5,4,0,4,4,8,12,0,3,3,3,3,6,3,0,3,8,3,11,0,6,6,25,43,68
LGA52940,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,6,3,9
LGA53010,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9
LGA53080,5,3,8,3,3,6,0,4,4,11,9,20,0,3,3,0,3,3,0,4,4,7,3,10,19,10,29,45,42,87
LGA53150,0,0,0,0,0,0,5,0,5,0,0,0,5,4,9,0,0,0,0,0,0,3,3,6,0,0,0,13,7,20
LGA53220,49,40,89,77,85,162,159,175,334,33,68,101,22,47,69,23,22,45,14,24,38,236,84,320,114,129,243,727,674,1401
LGA53290,21,41,62,21,19,40,11,33,44,6,24,30,17,35,52,8,18,26,7,9,16,28,7,35,43,28,71,162,214,376
LGA53360,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,8,0,4,4,11,12,23
LGA53430,9,12,21,12,12,24,21,30,51,19,15,34,12,20,32,7,14,21,3,9,12,30,21,51,23,28,51,136,161,297
LGA53520,105,101,206,72,116,188,125,155,280,63,142,205,69,142,211,56,101,157,36,57,93,197,104,301,355,172,527,1078,1090,2168
LGA53570,3,3,6,0,5,5,4,7,11,4,4,8,4,4,8,3,3,6,3,0,3,6,0,6,3,0,3,30,26,56
LGA53640,3,3,6,9,4,13,3,6,9,7,4,11,3,3,6,6,4,10,3,4,7,3,3,6,5,3,8,42,34,76
LGA53710,0,3,3,3,0,3,4,3,7,3,5,8,0,7,7,3,0,3,0,0,0,3,3,6,0,3,3,16,24,40
LGA53780,62,77,139,61,92,153,80,114,194,64,92,156,52,123,175,64,63,127,40,70,110,159,96,255,315,105,420,897,832,1729
LGA53920,125,89,214,91,108,199,310,307,617,125,179,304,33,74,107,37,47,84,12,30,42,45,43,88,56,59,115,834,936,1770
LGA53990,18,13,31,11,20,31,17,21,38,6,16,22,6,28,34,10,9,19,11,4,15,44,10,54,15,10,25,138,131,269
LGA54060,0,3,3,5,3,8,0,5,5,3,3,6,0,6,6,0,4,4,3,0,3,13,3,16,0,7,7,24,34,58
LGA54130,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,3,9
LGA54170,27,26,53,24,26,50,21,31,52,13,19,32,18,41,59,19,36,55,28,25,53,100,65,165,15,18,33,265,287,552
LGA54200,38,54,92,24,39,63,18,33,51,18,21,39,21,39,60,22,27,49,15,17,32,80,63,143,26,15,41,262,308,570
LGA54280,43,76,119,39,60,99,91,108,199,60,114,174,36,101,137,35,56,91,24,45,69,162,80,242,144,94,238,634,734,1368
LGA54340,12,12,24,11,17,28,8,15,23,8,29,37,19,22,41,13,8,21,3,8,11,8,5,13,19,10,29,101,126,227
LGA54410,5,4,9,4,4,8,4,6,10,13,16,29,3,4,7,3,4,7,0,0,0,0,0,0,0,3,3,32,41,73
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,8,7,15,3,3,6,3,5,8,0,5,5,3,6,9,3,5,8,3,3,6,3,0,3,4,4,8,30,38,68
LGA54620,0,5,5,7,3,10,3,3,6,3,3,6,3,3,6,3,3,6,0,3,3,4,0,4,3,3,6,26,26,52
LGA54690,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
LGA54760,3,0,3,0,4,4,3,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,9,8,17
LGA54830,39,28,67,26,24,50,29,48,77,23,32,55,19,46,65,17,31,48,24,14,38,55,41,96,293,22,315,525,286,811
LGA54900,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,3,10
LGA54970,7,3,10,15,21,36,48,41,89,11,18,29,5,13,18,4,8,12,3,6,9,17,8,25,3,3,6,113,121,234
LGA55040,6,8,14,3,7,10,13,13,26,3,12,15,6,13,19,3,6,9,0,3,3,27,6,33,12,18,30,73,86,159
LGA55110,42,46,88,52,46,98,49,54,103,17,53,70,33,65,98,28,37,65,21,22,43,103,33,136,34,32,66,379,388,767
LGA55180,5,8,13,6,6,12,4,13,17,3,11,14,0,15,15,17,7,24,3,5,8,8,3,11,4,8,12,50,76,126
LGA55250,8,17,25,7,17,24,36,39,75,12,23,35,6,12,18,5,10,15,7,3,10,20,10,30,29,32,61,130,163,293
LGA55320,14,11,25,16,16,32,25,31,56,12,28,40,20,19,39,11,19,30,5,14,19,49,38,87,27,26,53,179,202,381
LGA55390,3,3,6,32,20,52,33,30,63,14,22,36,7,9,16,3,5,8,0,0,0,0,5,5,3,5,8,95,99,194
LGA55460,3,4,7,0,5,5,5,8,13,10,8,18,0,9,9,4,13,17,7,3,10,14,3,17,7,7,14,50,60,110
LGA55530,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,0,0,0,3,3,6,9,9,18
LGA55600,11,13,24,3,9,12,22,26,48,10,22,32,7,13,20,4,9,13,6,3,9,10,3,13,11,10,21,84,108,192
LGA55670,5,4,9,3,3,6,3,3,6,3,3,6,3,4,7,3,8,11,0,3,3,3,0,3,6,0,6,29,28,57
LGA55740,3,11,14,4,9,13,3,5,8,3,4,7,4,5,9,3,0,3,3,0,3,3,6,9,7,3,10,33,43,76
LGA55810,11,8,19,10,12,22,19,22,41,7,13,20,7,13,20,3,3,6,0,4,4,6,4,10,4,4,8,67,83,150
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,3,4,8,12
LGA56020,6,7,13,3,0,3,11,5,16,7,4,11,7,11,18,6,0,6,3,3,6,3,4,7,12,7,19,58,41,99
LGA56090,26,13,39,25,20,45,14,23,37,10,16,26,7,34,41,16,11,27,14,7,21,64,33,97,426,18,444,602,175,777
LGA56160,0,3,3,0,0,0,5,3,8,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,13,18
LGA56230,7,9,16,10,11,21,11,11,22,0,12,12,8,8,16,7,6,13,7,5,12,16,13,29,4,6,10,70,81,151
LGA56300,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,8,3,11
LGA56370,0,0,0,0,0,0,5,0,5,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,7,12
LGA56450,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
LGA56520,12,7,19,16,21,37,30,25,55,9,20,29,4,16,20,9,5,14,8,4,12,10,5,15,17,10,27,115,113,228
LGA56580,0,0,0,4,3,7,3,3,6,3,3,6,3,3,6,0,0,0,0,0,0,6,4,10,0,3,3,19,19,38
LGA56620,10,17,27,111,91,202,125,190,315,33,70,103,22,32,54,18,14,32,4,0,4,6,3,9,29,53,82,358,470,828
LGA56730,11,11,22,27,19,46,22,39,61,9,26,35,13,29,42,7,23,30,11,8,19,18,13,31,28,19,47,146,187,333
LGA56790,3,7,10,7,3,10,14,9,23,3,14,17,3,11,14,0,3,3,4,4,8,11,0,11,7,8,15,52,59,111
LGA56860,0,0,0,0,0,0,0,0,0,6,0,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
LGA56930,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8
LGA57000,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,3,16,3,0,3,23,7,30
LGA57080,3,4,7,7,3,10,6,11,17,9,6,15,3,3,6,0,3,3,0,3,3,12,8,20,4,3,7,44,44,88
LGA57140,6,4,10,7,5,12,14,7,21,3,6,9,6,7,13,8,4,12,3,3,6,0,3,3,0,6,6,47,45,92
LGA57210,10,0,10,0,6,6,14,9,23,0,18,18,4,0,4,4,5,9,0,4,4,4,0,4,9,8,17,45,50,95
LGA57280,78,87,165,40,64,104,73,85,158,68,125,193,31,74,105,18,49,67,16,38,54,321,141,462,132,119,251,777,782,1559
LGA57350,3,5,8,3,3,6,10,10,20,4,10,14,5,7,12,4,9,13,0,0,0,3,3,6,9,11,20,41,58,99
LGA57420,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,3,0,3,0,3,3,6,3,9,0,0,0,9,13,22
LGA57490,58,70,128,41,57,98,47,82,129,31,67,98,40,69,109,30,57,87,33,28,61,177,68,245,40,29,69,497,527,1024
LGA57560,110,82,192,20,34,54,64,83,147,29,75,104,41,71,112,20,46,66,24,22,46,267,138,405,231,80,311,806,631,1437
LGA57630,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
LGA57700,3,6,9,4,5,9,12,3,15,0,6,6,0,7,7,0,12,12,3,3,6,23,17,40,31,3,34,76,62,138
LGA57770,3,3,6,4,5,9,7,3,10,3,3,6,3,4,7,6,3,9,3,0,3,8,0,8,0,5,5,37,26,63
LGA57840,32,6,38,25,14,39,14,32,46,11,15,26,14,13,27,6,15,21,3,8,11,21,17,38,25,17,42,151,137,288
LGA57910,67,79,146,78,87,165,88,125,213,52,107,159,56,124,180,50,87,137,45,49,94,166,154,320,64,95,159,666,907,1573
LGA57980,3,3,6,4,6,10,5,7,12,5,8,13,3,4,7,0,4,4,3,3,6,9,7,16,5,0,5,37,42,79
LGA58050,104,95,199,96,120,216,93,129,222,57,139,196,70,132,202,65,100,165,65,52,117,211,144,355,101,194,295,862,1105,1967
LGA58190,0,4,4,0,0,0,6,6,12,3,6,9,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,16,16,32
LGA58260,0,0,0,3,3,6,3,3,6,0,3,3,0,3,3,0,0,0,0,3,3,3,0,3,3,0,3,12,15,27
LGA58330,10,4,14,3,3,6,6,6,12,4,6,10,0,8,8,0,4,4,0,0,0,4,6,10,0,7,7,27,44,71
LGA58400,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,5,3,8,9,9,18
LGA58470,3,5,8,5,11,16,11,9,20,3,11,14,3,3,6,5,0,5,3,3,6,3,3,6,6,3,9,42,48,90
LGA58510,10,14,24,9,19,28,31,28,59,23,32,55,9,25,34,11,15,26,4,8,12,24,29,53,32,37,69,153,207,360
LGA58540,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,0,5,5,0,0,0,3,0,3,4,0,4,13,9,22
LGA58570,3,10,13,3,3,6,8,6,14,4,3,7,8,10,18,6,5,11,5,3,8,27,26,53,3,3,6,67,69,136
LGA58610,0,3,3,3,0,3,6,7,13,3,3,6,3,0,3,0,3,3,0,0,0,0,0,0,3,5,8,18,21,39
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
LGA58760,102,74,176,64,88,152,84,98,182,35,94,129,36,118,154,33,64,97,38,38,76,170,100,270,43,65,108,605,739,1344
LGA58820,3,0,3,4,8,12,7,12,19,3,6,9,0,4,4,3,3,6,0,0,0,11,0,11,0,0,0,31,33,64
LGA58890,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,6,9
LGA59030,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
LGA59100,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
LGA59170,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA59250,6,4,10,8,10,18,41,57,98,7,9,16,3,11,14,6,4,10,0,3,3,22,4,26,3,0,3,96,102,198
LGA59310,3,10,13,3,3,6,3,7,10,3,3,6,0,7,7,0,4,4,4,0,4,0,0,0,5,4,9,21,38,59
LGA59320,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6
LGA59330,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
LGA59340,83,81,164,62,59,121,215,261,476,89,106,195,59,101,160,56,77,133,31,48,79,111,74,185,100,107,207,806,914,1720
LGA59350,3,3,6,0,0,0,0,4,4,3,8,11,8,7,15,3,0,3,3,0,3,3,5,8,3,0,3,26,27,53
LGA59360,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,8,3,11,0,0,0,12,9,21
LGA59370,3,3,6,8,4,12,10,6,16,3,3,6,5,4,9,0,9,9,3,3,6,6,3,9,0,3,3,38,38,76
LGA59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
LGA59499,16,10,26,23,15,38,59,56,115,41,31,72,3,10,13,11,6,17,5,0,5,23,9,32,60,36,96,241,173,414
LGA60210,3,13,16,9,9,18,15,11,26,12,11,23,5,9,14,3,11,14,5,3,8,4,3,7,6,0,6,62,70,132
LGA60410,22,25,47,33,32,65,55,81,136,38,66,104,40,79,119,34,45,79,29,16,45,23,15,38,19,22,41,293,381,674
LGA60610,20,28,48,45,35,80,49,46,95,38,64,102,39,94,133,46,47,93,23,7,30,58,27,85,10,13,23,328,361,689
LGA60810,33,40,73,33,61,94,50,76,126,37,66,103,37,77,114,60,43,103,31,25,56,83,40,123,24,14,38,388,442,830
LGA61010,0,3,3,0,8,8,6,14,20,6,14,20,4,0,4,3,3,6,3,0,3,3,0,3,3,0,3,28,42,70
LGA61210,23,35,58,28,47,75,31,40,71,33,39,72,30,60,90,56,34,90,35,12,47,46,26,72,13,11,24,295,304,599
LGA61410,35,34,69,58,56,114,61,54,115,44,69,113,36,82,118,55,60,115,55,34,89,80,66,146,74,33,107,498,488,986
LGA61510,10,10,20,15,15,30,17,29,46,11,23,34,10,22,32,13,14,27,9,4,13,9,9,18,18,14,32,112,140,252
LGA61610,37,33,70,51,57,108,68,76,144,32,76,108,40,86,126,43,46,89,32,18,50,66,26,92,24,24,48,393,442,835
LGA61810,5,3,8,10,10,20,9,14,23,6,21,27,6,17,23,8,4,12,10,3,13,5,0,5,0,4,4,59,76,135
LGA62010,3,6,9,0,5,5,8,11,19,9,9,18,11,6,17,8,7,15,7,4,11,0,3,3,3,0,3,49,51,100
LGA62210,8,6,14,5,8,13,15,21,36,7,16,23,7,8,15,3,9,12,9,6,15,5,3,8,3,4,7,62,81,143
LGA62410,5,5,10,6,10,16,11,8,19,11,6,17,9,14,23,12,7,19,3,3,6,5,0,5,3,3,6,65,56,121
LGA62610,40,34,74,53,65,118,108,103,211,73,104,177,66,135,201,93,79,172,49,49,98,79,52,131,26,31,57,587,652,1239
LGA62810,18,13,31,18,30,48,28,31,59,26,30,56,22,35,57,22,27,49,11,16,27,61,48,109,10,8,18,216,238,454
LGA63010,39,40,79,28,52,80,57,71,128,49,71,120,44,89,133,65,53,118,42,21,63,76,31,107,17,19,36,417,447,864
LGA63210,7,7,14,5,7,12,9,15,24,15,13,28,10,18,28,4,8,12,4,12,16,18,5,23,8,5,13,80,90,170
LGA63410,0,0,0,0,3,3,0,0,0,3,0,3,5,0,5,3,0,3,0,4,4,4,0,4,0,0,0,15,7,22
LGA63610,31,24,55,26,38,64,35,37,72,27,47,74,29,69,98,45,42,87,35,32,67,83,51,134,15,15,30,326,355,681
LGA63810,8,6,14,13,18,31,30,24,54,20,19,39,15,25,40,22,18,40,25,9,34,31,9,40,3,5,8,167,133,300
LGA64010,57,51,108,55,62,117,112,125,237,55,133,188,69,130,199,76,58,134,55,29,84,81,44,125,40,37,77,600,669,1269
LGA64210,13,13,26,9,24,33,12,31,43,11,14,25,23,28,51,16,25,41,18,3,21,20,10,30,0,7,7,122,155,277
LGA64610,11,3,14,17,17,34,15,17,32,11,19,30,12,14,26,9,15,24,3,3,6,14,6,20,6,4,10,98,98,196
LGA64810,11,17,28,22,8,30,27,32,59,17,20,37,17,34,51,19,21,40,9,9,18,21,17,38,12,6,18,155,164,319
LGA65010,4,8,12,7,10,17,15,15,30,9,6,15,14,15,29,12,9,21,7,3,10,9,8,17,9,9,18,86,83,169
LGA65210,0,3,3,5,0,5,12,15,27,5,7,12,4,6,10,5,4,9,3,3,6,7,0,7,3,0,3,44,38,82
LGA65410,16,26,42,20,43,63,35,45,80,36,37,73,26,59,85,38,35,73,18,12,30,51,27,78,16,9,25,256,293,549
LGA65610,4,12,16,9,10,19,13,14,27,10,9,19,6,20,26,11,10,21,10,6,16,40,9,49,7,6,13,110,96,206
LGA65810,13,15,28,19,19,38,16,22,38,7,21,28,10,19,29,12,16,28,9,13,22,29,10,39,8,7,15,123,142,265
LGA69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4
LGA69499,4,0,4,6,0,6,22,8,30,5,0,5,5,5,10,0,0,0,0,0,0,3,3,6,3,0,3,48,16,64
LGA70200,135,124,259,147,181,328,238,308,546,130,238,368,100,149,249,101,142,243,87,83,170,222,236,458,218,284,502,1378,1745,3123
LGA70420,119,107,226,295,342,637,426,482,908,115,177,292,48,89,137,60,64,124,35,24,59,48,61,109,333,329,662,1479,1675,3154
LGA70540,0,7,7,6,0,6,32,19,51,14,19,33,4,11,15,0,0,0,0,0,0,0,0,0,6,0,6,62,56,118
LGA70620,63,35,98,193,230,423,338,450,788,52,113,165,44,58,102,41,37,78,17,18,35,25,14,39,118,137,255,891,1092,1983
LGA70700,7,8,15,6,7,13,13,14,27,8,19,27,4,11,15,7,10,17,7,6,13,9,9,18,10,7,17,71,91,162
LGA71000,267,206,473,151,169,320,220,309,529,185,297,482,144,225,369,160,183,343,177,192,369,431,443,874,212,194,406,1947,2218,4165
LGA71300,231,186,417,573,627,1200,960,977,1937,276,461,737,196,261,457,153,133,286,44,41,85,57,35,92,178,168,346,2668,2889,5557
LGA72200,57,57,114,71,74,145,199,237,436,72,109,181,55,79,134,44,54,98,37,49,86,92,106,198,76,86,162,703,851,1554
LGA72300,47,43,90,23,38,61,58,61,119,34,34,68,36,41,77,49,38,87,45,46,91,118,95,213,28,30,58,438,426,864
LGA72330,109,90,199,412,486,898,326,448,774,126,167,293,94,132,226,71,49,120,19,31,50,21,27,48,693,265,958,1871,1695,3566
LGA72800,116,95,211,58,90,148,82,122,204,63,113,176,57,110,167,75,105,180,79,102,181,253,221,474,55,73,128,838,1031,1869
LGA73600,128,96,224,336,314,650,499,508,1007,126,220,346,118,138,256,132,109,241,18,21,39,47,34,81,185,194,379,1589,1634,3223
LGA74050,86,55,141,215,227,442,257,306,563,64,64,128,37,45,82,44,37,81,20,15,35,18,20,38,19,25,44,760,794,1554
LGA74500,208,139,347,370,451,821,313,438,751,84,174,258,132,153,285,105,78,183,40,18,58,41,33,74,66,66,132,1359,1550,2909
LGA74560,3,3,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,6,12
LGA74660,113,79,192,246,259,505,549,554,1103,126,254,380,204,187,391,113,81,194,44,31,75,77,41,118,89,103,192,1561,1589,3150
LGA79399,12,19,31,5,16,21,16,16,32,7,11,18,17,23,40,8,18,26,8,14,22,65,43,108,504,41,545,642,201,843
LGA79499,8,3,11,3,3,6,25,14,39,10,3,13,3,3,6,0,4,4,3,0,3,7,0,7,11,9,20,70,39,109
LGA89399,156,112,268,196,193,389,155,185,340,109,153,262,114,183,297,157,162,319,161,124,285,591,513,1104,125,77,202,1764,1702,3466
LGA89499,4,3,7,0,4,4,0,0,0,0,0,0,0,3,3,6,0,6,0,0,0,0,4,4,3,0,3,13,14,27
LGA99399,13,5,18,3,11,14,19,27,46,13,16,29,6,12,18,4,4,8,4,0,4,8,9,17,8,4,12,78,88,166
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
