region_id,C06_CFNC_BF_3000_mr,C06_CFNC_BF_Ns,C06_CFNC_BF_Tot,C06_CFNC_BPT_N,C06_CFNC_BPT_1_199,C06_CFNC_BPT_200_399,C06_CFNC_BPT_400_599,C06_CFNC_BPT_600_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_Tot,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_199,C06_CFNC_1F1P_200_399,C06_CFNC_1F1P_400_599,C06_CFNC_1F1P_600_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_Tot,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_199,C06_CFNC_1E1A_200_399,C06_CFNC_1E1A_400_599,C06_CFNC_1E1A_600_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_Tot,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_199,C06_CFNC_1F1NW_200_399,C06_CFNC_1F1NW_400_599,C06_CFNC_1F1NW_600_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_i3000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_Tot,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_199,C06_CFNC_1P1NW_200_399,C06_CFNC_1P1NW_400_599,C06_CFNC_1P1NW_600_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_mr,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_199,C06_CFNC_1A1NW_200_399,C06_CFNC_1A1NW_400_599,C06_CFNC_1A1NW_600_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_mr,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_Tot,C06_CFNC_BA_N,C06_CFNC_BA_1_199,C06_CFNC_BA_200_399,C06_CFNC_BA_400_599,C06_CFNC_BA_600_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_mr,C06_CFNC_BA_Ns,C06_CFNC_BA_Tot,C06_CFNC_BNW_Ne_Nil,C06_CFNC_BNW_1_199,C06_CFNC_BNW_200_399,C06_CFNC_BNW_400_599,C06_CFNC_BNW_600_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000mr,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_199,C06_CFNC_LFns_200_399,C06_CFNC_LFns_400_599,C06_CFNC_LFns_600_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_199,C06_CFNC_T_200_399,C06_CFNC_T_400_599,C06_CFNC_T_600_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CFC_BFT_N,C06_CFC_BFT_1_199,C06_CFC_BFT_200_399,C06_CFC_BFT_400_599,C06_CFC_BFT_600_799,C06_CFC_BFT_800_999,C06_CFC_BFT_1000_1499,C06_CFC_BFT_1500_1999,C06_CFC_BFT_2000_2499,C06_CFC_BFT_2500_2999,C06_CFC_BFT_3000_mr,C06_CFC_BFT_Ns,C06_CFC_BFT_Tot,C06_CFC_BPT_N,C06_CFC_BPT_1_199,C06_CFC_BPT_200_399,C06_CFC_BPT_400_599,C06_CFC_BPT_600_799,C06_CFC_BPT_800_999,C06_CFC_BPT_1000_1499,C06_CFC_BPT_1500_1999,C06_CFC_BPT_2000_2499,C06_CFC_BPT_2500_2999,C06_CFC_BPT_3000m,C06_CFC_BPT_Ns,C06_CFC_BPT_T,C06_CFC_1F1P_N,C06_CFC_1F1P_1_199,C06_CFC_1F1P_200_399,C06_CFC_1F1P_400_599,C06_CFC_1F1P_600_799,C06_CFC_1F1P_800_999,C06_CFC_1F1P_1000_1499,C06_CFC_1F1P_1500_1999,C06_CFC_1F1P_2000_2499,C06_CFC_1F1P_2500_2999,C06_CFC_1F1P_3000m,C06_CFC_1F1P_Ns,C06_CFC_1F1P_Tot,C06_CF_1E1A_N,C06_CF_1E1A_1_199,C06_CF_1E1A_200_399,C06_CF_1E1A_400_599,C06_CF_1E1A_600_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000m,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_199,C06_CF_1F1NW_200_399,C06_CF_1F1NW_400_599,C06_CF_1F1NW_600_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_T,C06_CF_1P1NW_N,C06_CF_1P1NW_1_199
LGA11500,160,50,2644,0,3,11,22,38,21,83,24,12,8,11,0,233,3,0,6,21,47,103,501,283,120,52,38,21,1195,0,3,0,8,11,14,99,52,40,13,12,10,262,4,0,16,128,277,241,445,116,25,54,11,55,1372,4,13,38,131,63,49,82,12,3,3,0,9,407,3,0,10,22,9,23,28,5,3,0,0,15,118,0,0,0,8,5,0,27,23,16,4,0,15,98,73,124,79,1390,500,125,236,26,9,7,8,106,2683,7,6,3,44,9,8,15,6,0,3,0,475,576,106,152,173,1783,978,611,2307,1318,794,370,240,756,9588,11,12,10,19,27,42,784,1021,898,589,630,485,4528,0,0,0,17,33,38,159,79,45,24,14,51,460,4,12,9,28,80,187,1298,1049,580,312,351,409,4319,0,0,0,10,17,39,200,163,147,75,67,97,815,10,9,26,231,434,600,1579,651,219,288,102,440,4589,4,10
LGA11520,881,36,2467,0,3,4,3,26,8,54,29,20,15,19,0,181,3,3,4,6,22,27,161,146,103,78,148,11,712,4,0,0,3,4,5,24,31,33,24,39,7,174,0,0,4,40,57,60,167,78,31,117,48,15,617,0,12,27,46,22,18,60,26,10,14,20,6,261,0,0,3,5,7,7,12,8,5,4,3,11,65,3,0,0,0,3,0,7,4,10,10,21,9,67,85,107,48,738,287,71,264,56,23,42,46,70,1837,4,6,0,29,7,0,14,4,3,3,0,425,495,102,134,90,879,447,213,998,735,696,767,1225,590,6876,6,4,0,4,12,8,177,221,281,269,664,179,1825,3,0,0,4,11,9,60,64,39,20,45,26,281,0,0,6,19,34,60,380,384,324,329,571,172,2279,0,3,0,5,0,12,51,50,52,69,113,39,394,8,9,9,46,100,110,341,241,73,434,144,144,1659,0,3
LGA11550,170,29,1888,0,6,5,46,71,36,79,19,17,8,6,3,296,7,3,3,15,45,97,304,136,75,47,29,22,783,0,0,3,5,8,10,70,37,25,9,16,11,194,6,3,44,195,236,181,282,78,28,35,5,40,1133,7,20,96,145,71,42,59,9,6,3,4,17,479,0,0,11,22,29,7,19,6,0,4,0,18,116,0,0,3,4,3,5,25,17,12,5,9,16,99,234,263,164,2138,536,122,295,43,16,12,16,165,4004,7,11,10,97,31,6,21,3,0,4,4,568,762,274,306,342,2685,1065,534,1724,824,557,295,259,889,9754,13,4,3,15,50,58,633,619,510,290,415,258,2868,6,4,17,49,51,49,133,72,36,26,26,59,528,7,10,15,54,100,159,763,536,367,217,255,201,2684,0,4,8,7,15,16,139,103,81,40,66,82,561,12,25,122,405,608,541,1057,418,182,228,113,368,4079,7,18
LGA11600,3,5,71,0,0,0,0,7,0,7,0,0,0,0,0,14,3,0,4,0,3,3,15,7,3,0,3,0,41,0,0,0,0,4,3,0,0,0,0,0,0,7,3,3,0,4,11,3,3,0,0,0,0,4,31,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,8,3,5,0,39,7,3,5,0,0,0,0,4,66,0,0,0,0,0,3,3,0,0,0,0,25,31,12,8,4,54,43,15,65,18,13,3,6,38,279,3,0,0,4,6,0,24,15,11,6,4,23,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,34,19,8,0,3,19,100,0,0,0,3,0,0,3,6,0,0,3,4,19,0,0,3,5,4,12,19,4,0,3,0,10,60,0,3
LGA11700,0,3,34,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,3,3,3,3,0,0,0,3,15,0,3,0,0,0,0,4,0,0,0,0,0,7,0,0,3,3,3,0,3,3,0,0,4,0,19,0,0,0,5,7,0,0,0,0,0,0,3,15,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,27,4,0,0,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,0,0,20,24,6,3,9,48,23,6,23,9,6,3,4,29,169,0,0,3,3,3,4,11,3,4,0,0,8,39,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,6,3,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,0,3,0,0,5,25,0,0
LGA11720,51,26,746,0,4,6,25,19,11,42,10,9,3,4,3,136,0,0,3,14,34,46,210,93,63,31,18,11,523,0,0,3,3,14,12,40,20,7,0,3,4,106,9,0,0,39,82,73,152,62,4,38,8,26,493,0,3,20,83,47,21,33,11,3,6,3,10,240,3,0,3,18,9,3,24,0,3,5,0,3,71,0,0,0,0,0,0,8,0,4,0,5,10,27,28,55,55,1077,334,60,191,18,6,5,4,76,1909,0,3,0,33,9,4,10,4,0,0,0,241,304,49,68,93,1304,565,248,968,390,230,134,96,410,4555,5,0,0,11,9,12,175,163,151,96,93,99,814,3,0,3,4,21,17,57,17,18,4,3,23,170,0,0,3,13,39,71,446,348,221,120,81,108,1450,0,0,0,0,8,16,60,40,27,21,15,33,220,4,0,9,43,104,133,433,214,72,89,28,134,1263,0,3
LGA11730,45,13,702,3,6,5,33,32,23,71,20,5,0,0,3,201,3,0,10,35,59,71,280,75,46,11,22,15,627,0,3,0,7,12,16,37,8,10,7,3,3,106,6,0,17,78,106,82,114,35,10,16,7,16,487,0,10,41,134,72,27,61,7,3,3,8,9,375,0,0,12,25,11,11,21,4,0,0,0,4,88,0,3,0,5,10,8,8,3,3,3,0,5,48,36,84,95,1552,561,128,359,36,18,6,14,107,2996,4,3,3,34,24,7,14,3,0,0,0,333,425,58,109,192,1928,928,399,1235,307,191,101,99,508,6055,3,0,10,9,32,30,212,173,114,58,45,102,788,0,0,5,26,39,34,78,25,4,8,4,34,257,0,6,5,27,59,103,456,235,85,35,26,123,1160,0,0,0,3,10,11,57,41,17,9,5,32,185,0,3,15,66,127,189,282,77,18,15,11,98,901,0,7
LGA11750,11,0,119,0,0,0,5,3,0,6,0,0,0,0,4,18,0,3,0,0,3,5,25,18,17,3,3,0,77,0,0,0,0,0,0,5,0,0,0,0,6,11,0,0,0,4,5,8,20,7,0,10,0,4,58,0,0,0,3,3,0,0,0,3,0,3,0,12,0,0,0,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,59,14,0,19,0,0,0,3,10,113,0,0,0,3,4,0,0,0,0,0,0,36,43,10,14,3,81,35,19,98,40,54,26,20,60,460,3,0,4,0,3,0,22,14,23,20,17,24,130,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,3,8,33,44,36,13,16,18,171,0,0,0,0,3,0,4,8,7,0,3,4,29,0,3,4,3,8,9,50,24,3,23,5,13,145,0,0
LGA11800,66,14,1027,4,7,9,41,75,25,103,18,8,6,10,3,309,0,0,11,26,55,85,385,158,61,28,31,10,850,4,4,3,12,14,9,57,26,9,8,4,3,153,4,0,6,71,111,75,150,44,18,12,4,17,512,0,6,25,165,87,51,96,15,8,4,3,15,475,3,0,7,17,11,5,19,7,3,0,3,7,82,0,0,0,7,4,4,16,3,9,0,5,3,51,43,100,81,1562,675,162,427,53,19,16,19,119,3276,4,4,3,50,18,0,19,0,3,0,0,440,541,69,129,148,1971,1094,447,1654,582,273,133,145,631,7276,3,7,4,15,44,22,307,260,178,95,74,140,1149,3,3,3,27,55,52,131,51,32,13,8,35,413,0,8,5,49,99,148,713,389,185,86,73,167,1922,3,0,3,3,26,24,91,66,33,6,8,44,307,3,0,18,53,143,214,402,129,21,56,11,86,1136,0,3
LGA11860,0,5,78,0,0,0,3,0,0,0,0,0,0,3,0,6,3,0,0,3,4,3,13,3,0,0,0,0,29,0,3,0,0,0,5,0,0,0,0,0,0,8,0,0,6,5,0,0,0,5,0,3,0,0,19,3,0,0,4,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,4,16,0,0,0,0,0,0,0,0,0,0,0,10,10,10,3,10,28,12,11,48,20,10,6,3,19,180,3,0,3,5,4,4,12,15,0,3,4,10,63,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,3,7,6,4,20,11,5,0,3,6,65,0,6,0,0,0,0,3,3,0,0,0,3,15,3,0,3,8,9,10,11,4,0,0,0,0,48,0,0
LGA12000,7,4,88,0,0,0,3,3,0,7,4,0,0,0,0,17,0,0,0,4,10,5,24,3,9,3,0,0,58,0,0,0,0,0,4,0,5,0,0,0,0,9,0,3,0,10,11,7,7,0,0,0,0,4,42,0,0,3,7,4,3,3,3,0,0,0,3,26,0,0,0,0,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,6,94,27,0,16,3,0,0,3,5,166,0,0,0,4,0,0,3,0,0,0,0,30,37,11,7,12,126,68,22,98,29,17,6,10,50,456,3,3,0,6,11,3,22,12,10,12,6,35,123,0,0,0,3,0,0,4,0,0,0,3,0,10,3,0,3,3,13,9,61,25,9,0,4,24,154,0,0,0,0,0,0,7,4,3,0,0,3,17,0,0,3,9,19,6,30,7,0,3,0,15,92,0,0
LGA12050,16,3,234,0,0,0,5,11,7,13,3,0,0,0,0,39,3,3,0,9,15,12,82,39,9,9,4,3,188,0,0,0,3,7,0,13,4,4,3,3,0,37,4,3,0,6,16,12,30,21,0,7,4,3,106,0,3,3,21,16,8,19,3,3,0,3,3,82,0,0,3,3,3,3,3,0,0,0,0,0,15,0,0,3,0,0,3,3,3,0,0,3,3,18,5,12,6,166,63,23,35,4,0,5,3,6,328,0,0,3,8,0,0,6,0,0,0,0,70,87,15,27,18,225,143,78,286,121,52,42,36,91,1134,0,3,0,3,8,5,68,49,42,11,35,29,253,0,0,0,0,3,9,15,3,0,5,0,3,38,0,0,0,4,14,22,104,72,33,27,25,28,329,0,0,0,0,0,0,14,11,7,4,8,0,44,0,0,0,18,14,30,43,30,0,20,0,17,172,0,0
LGA12150,0,5,99,3,0,0,4,0,0,4,0,0,0,7,0,18,0,3,0,5,11,6,24,11,5,3,0,3,71,0,0,0,0,3,0,9,0,0,0,0,0,12,0,0,0,9,5,7,6,0,0,0,0,0,27,0,0,5,8,8,0,3,0,0,0,0,3,27,0,0,0,0,3,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,3,0,0,0,3,6,3,3,7,58,18,0,13,3,0,0,0,7,112,0,0,0,3,3,0,3,0,0,0,0,46,55,9,9,15,91,55,22,97,37,15,9,7,70,436,3,0,0,3,0,3,29,15,10,4,5,24,96,0,0,0,3,6,0,3,0,4,0,0,7,23,0,3,0,0,15,9,35,18,8,4,6,14,112,0,3,0,0,0,0,7,3,5,0,0,0,18,0,0,0,8,12,9,9,8,0,0,0,4,50,0,3
LGA12200,8,0,143,0,0,0,4,6,6,13,6,5,0,0,4,44,0,0,0,7,8,12,36,20,7,9,8,0,107,0,0,0,0,0,0,11,7,0,0,0,0,18,0,3,0,18,22,17,19,4,0,0,0,5,88,3,3,10,11,13,3,14,0,0,0,0,0,57,0,0,0,0,4,0,5,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,3,9,6,13,8,209,74,16,38,4,3,3,4,10,388,0,0,0,5,6,3,4,0,0,0,0,55,73,12,22,21,261,138,60,208,63,31,23,20,77,936,3,5,0,4,7,3,50,35,19,13,11,16,166,0,0,0,0,0,3,12,3,3,0,3,4,28,0,0,5,9,3,20,101,43,16,6,10,15,228,0,0,0,3,0,0,9,3,3,7,0,5,30,3,0,4,6,20,29,39,11,3,5,3,18,141,0,0
LGA12300,6,5,232,0,0,0,4,10,11,17,3,0,3,0,3,51,3,0,4,8,14,15,85,28,7,4,5,3,176,0,0,0,3,3,3,15,3,3,0,0,0,30,4,0,0,10,28,18,27,3,0,4,5,18,117,0,0,6,38,10,6,20,3,0,0,0,3,86,0,3,0,3,3,3,4,3,0,0,0,3,22,0,0,0,0,0,0,10,0,0,0,3,3,16,16,22,13,338,122,35,71,9,3,0,3,30,662,0,4,4,12,3,0,5,3,0,0,3,83,117,28,29,30,421,198,95,339,112,55,26,25,151,1509,0,0,8,4,7,6,66,70,56,21,12,34,284,0,0,0,0,0,5,7,7,0,4,0,0,23,0,0,0,4,10,40,142,99,34,27,4,30,390,0,0,0,3,4,3,13,21,8,0,4,5,61,0,0,7,14,30,34,69,17,5,0,7,18,201,0,0
LGA12350,9,12,275,0,0,4,7,6,7,17,13,3,3,0,4,64,4,0,4,13,20,28,80,25,9,3,5,8,199,0,0,0,0,3,0,14,5,0,0,0,3,25,0,0,7,25,32,14,29,7,8,3,3,14,142,0,0,11,21,21,6,14,4,4,0,0,0,81,0,0,0,0,4,4,5,0,0,0,4,6,23,0,0,0,0,3,0,3,0,0,0,0,3,9,8,26,13,314,113,23,59,6,3,3,3,22,593,0,0,3,6,4,0,3,0,0,0,0,72,88,16,36,45,398,224,86,337,109,57,23,24,144,1499,0,0,0,4,8,5,86,64,28,14,15,43,267,0,0,0,3,6,9,10,5,4,3,0,3,43,0,0,8,11,30,25,152,75,23,14,19,37,394,0,0,0,0,6,8,18,17,6,0,0,7,62,0,0,3,31,51,66,101,29,4,3,0,23,311,0,0
LGA12500,3,0,167,0,0,0,8,4,0,7,5,3,0,0,0,27,0,0,0,3,13,12,46,26,7,3,3,3,116,0,0,0,0,0,0,11,8,0,0,0,0,19,0,0,0,14,14,10,20,8,4,3,0,6,79,0,0,6,12,12,7,3,3,3,0,0,3,49,0,0,0,0,4,0,5,0,0,0,0,6,15,0,0,0,0,0,0,5,0,0,0,0,0,5,4,16,5,155,49,11,31,4,0,0,4,14,293,5,0,0,3,6,0,3,0,0,0,0,56,73,9,16,11,200,109,46,208,92,41,13,10,88,843,0,0,3,3,0,3,36,40,17,8,9,24,143,0,0,0,3,4,0,8,3,0,0,0,5,23,0,0,0,3,16,21,104,63,20,15,11,22,275,0,0,0,0,0,3,15,11,0,0,3,7,39,0,0,3,7,19,24,48,9,3,4,0,14,131,0,0
LGA12600,52,16,884,0,5,0,12,14,22,48,11,7,4,4,4,131,3,0,4,18,31,43,216,78,28,10,30,14,475,0,0,3,3,9,3,40,18,20,3,3,5,107,3,3,4,34,66,61,89,27,10,16,7,19,339,0,4,18,53,44,14,39,12,3,3,0,5,195,3,3,0,7,11,5,6,3,0,3,0,3,44,0,0,0,3,0,0,21,4,7,3,8,5,51,22,37,40,512,205,40,110,16,6,6,9,56,1059,0,4,0,25,14,4,5,5,0,0,0,244,301,34,60,73,676,427,220,894,397,201,120,113,371,3586,3,0,4,5,21,10,234,241,210,115,102,131,1076,0,0,0,3,15,18,50,15,5,5,5,12,128,0,4,3,13,29,83,420,287,149,80,61,126,1255,3,0,3,3,7,17,67,46,27,19,11,24,227,3,5,3,41,77,94,254,73,22,35,8,59,674,3,0
LGA12700,13,4,180,0,0,3,0,6,0,19,4,3,3,0,3,41,0,0,0,4,6,11,49,21,7,3,10,4,115,0,3,0,3,3,0,8,4,6,0,0,3,30,4,0,3,14,12,19,33,7,6,3,0,0,101,0,0,4,17,12,6,10,3,0,3,0,4,59,0,0,0,5,0,0,9,0,0,3,0,0,17,0,0,0,0,3,0,3,0,0,0,0,0,6,3,13,5,180,54,11,47,11,5,3,0,10,342,0,3,0,4,4,0,0,0,0,0,0,51,62,10,22,15,233,110,55,236,90,57,23,23,79,953,0,0,0,4,5,5,40,43,24,10,25,27,183,0,0,0,5,0,8,23,4,0,0,0,7,47,3,3,0,7,15,14,100,66,33,17,21,24,303,0,0,5,0,0,3,12,5,8,5,0,5,43,3,0,0,6,24,21,64,25,4,9,3,23,182,0,3
LGA12750,22,14,467,3,4,6,22,48,27,66,14,10,0,3,3,206,0,0,4,10,44,45,199,59,38,4,13,3,419,0,0,3,7,7,5,37,13,6,3,3,0,84,0,0,8,55,49,40,95,23,8,12,3,16,309,0,3,27,113,68,45,68,17,7,4,3,12,367,0,0,3,8,11,3,8,3,3,3,3,7,52,0,0,0,5,5,3,8,6,0,0,3,3,33,37,76,79,1215,595,170,428,61,31,10,16,85,2803,6,3,0,28,15,0,9,4,0,0,0,291,356,52,90,134,1480,874,349,1116,288,158,52,69,434,5096,3,7,6,17,21,15,142,99,68,42,30,75,525,0,0,4,19,33,31,67,33,9,3,3,17,219,3,3,11,17,60,79,291,155,60,25,15,79,798,3,0,4,3,9,7,30,23,10,9,3,19,120,0,0,4,38,80,76,162,58,10,21,3,64,516,0,3
LGA12850,100,32,1849,5,4,4,17,36,22,78,20,11,6,4,9,216,8,0,4,27,44,92,334,132,58,27,12,10,748,5,0,3,4,10,14,74,46,14,12,3,17,202,15,3,33,247,288,222,335,88,12,23,7,86,1359,0,10,79,151,88,34,44,10,3,3,3,15,440,3,3,9,27,20,20,25,3,0,3,3,16,132,0,4,0,0,8,9,40,10,4,7,0,13,95,189,360,202,2911,577,111,300,41,8,3,11,200,4913,11,19,13,77,41,7,22,3,0,0,0,624,817,253,406,350,3472,1145,565,1940,841,430,204,143,1022,10771,28,17,11,41,77,74,1023,925,780,462,517,474,4429,6,5,9,46,59,60,167,114,42,24,21,77,630,6,5,14,56,115,177,1007,729,417,237,241,264,3268,8,3,7,14,29,40,189,121,95,55,53,83,697,26,23,100,504,765,771,1574,674,283,217,140,598,5675,21,28
LGA12900,8,5,236,0,0,0,3,7,3,4,5,3,0,3,3,31,5,0,3,10,15,15,65,16,3,0,0,3,135,0,3,3,3,0,3,3,3,3,0,0,0,21,0,0,0,26,13,6,27,5,0,0,0,7,84,0,0,5,19,17,10,4,0,3,0,3,3,64,0,0,0,4,5,0,3,0,0,0,0,3,15,0,0,0,3,3,0,8,0,3,0,0,0,17,6,17,7,175,61,12,45,3,0,0,0,22,348,4,0,0,7,3,0,3,3,0,0,0,55,75,22,20,21,262,139,57,251,86,35,18,14,101,1026,5,6,3,3,7,11,64,47,38,16,14,25,239,0,0,0,0,4,4,8,3,0,3,0,3,25,0,0,3,14,10,27,114,51,22,10,13,27,291,0,0,0,3,0,3,13,3,0,3,3,13,41,0,0,4,19,32,35,46,14,4,3,3,16,176,0,0
LGA12950,8,7,129,3,0,0,3,3,4,9,0,0,0,0,0,22,0,3,0,6,10,9,33,7,8,0,0,3,79,0,0,3,0,0,0,3,3,0,0,0,3,12,3,3,3,6,7,5,4,5,4,0,0,3,43,0,3,6,11,5,3,3,0,0,0,3,0,34,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,0,0,0,0,9,4,9,0,89,33,7,12,0,0,5,0,5,164,0,0,0,3,0,0,0,0,0,0,0,40,43,13,21,12,133,75,33,110,40,18,12,11,61,539,3,0,3,5,5,3,29,21,14,11,9,9,112,0,0,0,3,3,3,3,3,0,0,0,3,18,0,0,6,6,8,11,56,19,4,4,3,21,138,0,0,0,0,0,4,9,0,3,0,0,3,19,0,4,0,4,11,21,11,4,0,0,3,6,64,0,0
LGA13010,8,3,178,0,0,0,18,3,3,15,3,3,0,0,3,48,0,0,5,4,17,13,55,16,12,5,0,4,131,0,0,3,0,3,3,9,3,0,3,3,3,30,0,0,6,17,11,8,20,8,0,4,3,3,80,0,0,13,40,10,3,7,7,0,0,3,0,83,0,0,0,5,3,4,0,0,0,0,0,3,15,0,0,0,0,3,0,6,0,0,0,3,0,12,14,12,12,247,64,12,42,4,4,0,3,8,422,0,0,0,13,4,0,0,0,0,0,0,66,83,14,15,39,355,134,55,227,61,38,28,23,93,1082,0,0,4,3,16,11,53,30,29,11,10,20,187,0,0,3,3,5,0,5,3,0,0,0,4,23,0,3,3,3,14,12,95,35,15,5,5,24,214,0,0,0,0,0,0,13,9,3,0,0,6,31,4,3,0,16,35,21,35,8,3,4,0,17,146,0,0
LGA13050,10,0,99,0,0,0,10,5,4,15,5,5,0,0,0,44,0,0,5,11,8,10,37,7,4,0,6,0,88,0,0,4,4,3,0,7,0,0,0,0,0,18,0,0,0,9,17,10,10,5,0,0,0,5,56,0,0,3,10,7,9,7,3,0,0,0,0,39,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,7,11,9,151,57,13,52,3,3,7,0,8,321,5,3,0,3,0,0,3,0,0,0,0,41,55,17,17,21,204,110,52,169,33,26,7,16,54,726,0,3,3,0,3,3,27,12,8,8,6,12,85,0,0,0,0,3,3,0,6,0,0,0,3,15,0,0,3,4,6,18,47,32,7,3,3,8,131,0,0,0,3,0,0,7,0,5,0,0,5,20,0,0,3,12,9,20,27,6,3,8,0,8,96,0,0
LGA13100,294,50,2921,3,3,16,44,68,53,217,68,35,14,16,14,551,4,3,4,28,61,156,716,365,225,90,118,30,1800,0,3,3,13,15,22,128,81,43,26,26,22,382,8,3,13,100,165,203,436,164,55,122,34,61,1364,6,10,46,214,157,98,219,64,12,7,17,31,881,3,0,3,28,29,16,45,25,6,4,3,10,172,0,0,0,9,12,8,44,17,17,10,11,10,138,86,183,125,2692,1668,394,1134,150,79,47,72,231,6861,0,8,4,99,38,11,37,4,3,0,5,840,1049,119,222,217,3250,2261,1000,3721,1652,1131,651,596,1299,16119,6,3,5,17,26,43,459,656,587,449,518,404,3173,3,0,9,31,55,84,235,147,81,33,47,77,802,6,14,14,46,113,211,1553,1380,839,461,525,572,5734,3,5,5,9,19,39,200,188,140,75,92,116,891,3,9,19,96,278,439,1211,566,144,475,101,309,3650,0,5
