region_id,C01_Se_h_NPUR_1,C01_Se_h_NPUR_2,C01_Se_h_NPUR_3,C01_Se_h_NPUR_4,C01_Se_h_NPUR_5,C01_Se_h_NPUR_6more,C01_Se_h_Tot,C01_SDRTHT1S_NPUR_1,C01_SDRTHT1S_NPUR_2,C01_SDRTHT1S_NPUR_3,C01_SDRTHT1S_NPUR_4,C01_SDRTHT1S_NPUR_5,C01_SDRTHT1S_NPUR_6mo,C01_SDRTHT1S_To,C01_SDRTHT2S_NPUR_1,C01_SDRTHT2S_NPUR_2,C01_SDRTHT2S_NPUR_3,C01_SDRTHT2S_NPUR_4,C01_SDRTHT2S_NPUR_5,C01_SDRTHT2S_NPUR_6mo,C01_SDRTHT2S_To,C01_SDRTHT_NPUR_1,C01_SDRTHT_NPUR_2,C01_SDRTHT_NPUR_3,C01_SDRTHT_NPUR_4,C01_SDRTHT_NPUR_5,C01_SDRTHT_NPUR_6mor,C01_SDRTHT_Tot,C01_FUA_1_2SB_NPUR_1,C01_FUA_1_2SB_NPUR_2,C01_FUA_1_2SB_NPUR_3,C01_FUA_1_2SB_NPUR_4,C01_FUA_1_2SB_NPUR_5,C01_FUA_1_2SB_NPUR_6mor,C01_FUA_1_2SB_Tot,C01_FUA_I_a_3SB_NPUR_1,C01_FUA_I_a_3SB_NPUR_2,C01_FUA_I_a_3SB_NPUR_3,C01_FUA_I_a_3SB_NPUR_4,C01_FUA_I_a_3SB_NPUR_5,C01_FUA_I_a_3SB_NPUR_6m,C01_FUA_In_a_3SB_To,C01_FUA_4mor_s_b_NPUR_1,C01_FUA_4mor_s_b_NPUR_2,C01_FUA_4mor_s_b_NPUR_3,C01_FUA_4mor_s_b_NPUR_4,C01_FUA_4mor_s_b_NPUR_5,C01_FUA_4m_s_b_NPUR_6mor,C01_FUA_4mor_st_bl_Tot,C01_FUA_AH_NPUR_1,C01_FUA_AH_NPUR_2,C01_FUA_AH_NPUR_3,C01_FUA_AH_NPUR_4,C01_FUA_AH_NPUR_5,C01_FUA_AH_NPUR_6mo,C01_FUA_AH_Tot,C01_FUA_To_NPUR_1,C01_FUA_To_NPUR_2,C01_FUA_To_NPUR_3,C01_FUA_To_NPUR_4,C01_FUA_To_NPUR_5,C01_FUA_To_NPUR_6mo,C01_FUA_To_To,C01_OD_CCH_NPUR_1,C01_OD_CCH_NPUR_2,C01_OD_CCH_NPUR_3,C01_OD_CCH_NPUR_4,C01_OD_CCH_NPUR_5,C01_OD_CCH_NPUR_6mo,C01_OD_CCH_Tot,C01_OD_IHTSO_NPUR_1,C01_OD_IHTSO_NPUR_2,C01_OD_IHTSO_NPUR_3,C01_OD_IHTSO_NPUR_4,C01_OD_IHTSO_NPUR_5,C01_OD_IHTSO_NPUR_6mo,C01_OD_IHTSO_Tot,C01_OD_H_f_a_s_o_NPUR_1,C01_OD_H_f_a_s_o_NPUR_2,C01_OD_H_f_a_s_o_NPUR_3,C01_OD_H_f_a_s_o_NPUR_4,C01_OD_H_f_a_s_o_NPUR_5,C01_OD_H_f_a_s_o_NPUR_6mor,C01_OD_H_f_a_s_o_TO,C01_OD_Tot_NPUR_1,C01_OD_Tot_NPUR_2,C01_OD_Tot_NPUR_3,C01_OD_Tot_NPUR_4,C01_OD_Tot_NPUR_5,C01_OD_Tot_NPUR_6mor,C01_OD_T_T,C01_DS_ns_NPUR_1,C01_DS_ns_NPUR_2,C01_DS_ns_NPUR_3,C01_DS_ns_NPUR_4,C01_DS_ns_NPUR_5,C01_DS_ns_NPUR_6more,C01_Dwg_st_NS_T,C01_Tot_NPUR_1,C01_Tot_NPUR_2,C01_Tot_NPUR_3,C01_Tot_NPUR_4,C01_Tot_NPUR_5,C01_Tot_NPUR_6more,C01_T_T,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_S_r_t_h_t_1_s_NPUR_1,C06_S_r_t_h_t_1_s_NPUR_2,C06_S_r_t_h_t_1_s_NPUR_3,C06_S_r_t_h_t_1_s_NPUR_4,C06_S_r_t_h_t_1_s_NPUR_5,C06_S_r_t_h_t_1_s_NPUR_6mo,C06_SDRTHTS_To,C06_S_r_t_h_t_2mor_s_NPUR_1,C06_S_r_t_h_t_2mor_s_NPUR_2,C06_S_r_t_h_t_2mor_s_NPUR_3,C06_S_r_t_h_t_2mor_s_NPUR_4,C06_S_r_t_h_t_2mor_s_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_Sd_r_t_h_t_To_NPUR_1,C06_Sd_r_t_h_t_To_NPUR_2,C06_Sd_r_t_h_t_To_NPUR_3,C06_Sd_r_t_h_t_To_NPUR_4,C06_Sd_r_t_h_t_To_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_Sd_r_t_h_t_To_Tot,C06_Fl_u_a_1_2SB_NPUR_1,C06_Fl_u_a_1_2SB_NPUR_2,C06_Fl_u_a_1_2SB_NPUR_3,C06_Fl_u_a_1_2SB_NPUR_4,C06_Fl_u_a_1_2SB_NPUR_5,C06_F_u_a_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_F_u_a_I_a_3SB_NPUR_1,C06_F_u_a_I_a_3SB_NPUR_2,C06_F_u_a_I_a_3SB_NPUR_3,C06_F_u_a_I_a_3SB_NPUR_4,C06_F_u_a_I_a_3SB_NPUR_5,C06_F_u_a_I_a_3SB_NPUR_6m,C06_FUA_In_a_3_st_b_To,C06_F_u_a_4mor_s_b_NPUR_1,C06_F_u_a_4mor_s_b_NPUR_2,C06_F_u_a_4mor_s_b_NPUR_3,C06_F_u_a_4mor_s_b_NPUR_4,C06_F_u_a_4mor_s_b_NPUR_5,C06_F_u_a_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4
LGA11400,845,1561,580,562,387,203,4138,25,6,0,3,0,0,34,3,3,0,0,0,0,6,28,9,0,3,0,0,40,47,7,3,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,52,7,3,0,3,0,65,18,3,0,0,0,0,21,0,0,3,0,0,0,3,10,9,0,5,0,3,27,28,12,3,5,0,3,51,18,6,3,3,3,0,33,971,1595,589,573,393,206,4327,919,1653,608,616,367,181,4344,16,4,0,0,0,0,20,0,0,0,0,0,0,0,16,4,0,0,0,0,20,52,6,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,52,9,0,0,0,0,61,29,9,3,0,3,0,44,5,0,0,0,0,0,5,13,19,3,6,0,0,41,47,28,6,6,3,0,90,0,0,0,0
LGA11450,1289,3681,2555,3226,1470,653,12874,325,204,37,29,8,8,611,51,51,25,13,0,4,144,376,255,62,42,8,12,755,101,30,3,3,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,3,3,0,0,40,120,45,6,6,0,0,177,84,31,6,3,0,3,127,0,0,0,0,0,0,0,16,11,3,0,0,0,30,100,42,9,3,0,3,157,0,5,7,3,0,0,15,1885,4028,2639,3280,1478,668,13978,1705,4204,2855,3640,1701,738,14843,197,119,16,7,3,0,342,52,74,25,8,3,0,162,249,193,41,15,6,0,504,174,44,9,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,4,0,0,23,183,50,13,4,0,0,250,76,21,3,0,3,3,106,0,0,0,0,0,0,0,12,3,0,3,3,0,21,88,24,3,3,6,3,127,0,0,0,0
LGA11500,4062,9108,7288,8701,4535,2419,36113,1312,1219,652,418,168,78,3847,862,1073,817,533,266,237,3788,2174,2292,1469,951,434,315,7635,470,220,88,48,10,11,847,72,36,17,9,0,0,134,25,10,5,3,0,0,43,37,29,6,6,0,3,81,604,295,116,66,10,14,1105,4,3,3,3,0,0,13,0,3,0,0,0,0,3,9,4,7,3,0,3,26,13,10,10,6,0,3,42,74,87,52,48,29,17,307,6927,11792,8935,9772,5008,2768,45202,5074,10089,7499,8122,4019,2275,37078,1364,1193,651,435,176,109,3928,924,1029,641,441,201,194,3430,2288,2222,1292,876,377,303,7358,494,239,75,45,12,4,869,72,73,21,5,5,0,176,89,60,20,3,3,0,175,5,13,0,0,0,0,18,660,385,116,53,20,4,1238,4,7,0,5,0,0,16,3,0,0,0,0,0,3,14,4,4,3,3,3,31,21,11,4,8,3,3,50,3,4,0,5
LGA11520,2095,3786,2396,2724,1154,482,12637,271,446,212,117,26,5,1077,347,577,296,198,54,9,1481,618,1023,508,315,80,14,2558,830,640,180,104,23,3,1780,875,1149,362,171,22,12,2591,745,1021,306,120,22,5,2219,25,15,7,5,3,0,55,2475,2825,855,400,70,20,6645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,52,27,24,9,5,159,42,52,27,24,9,5,159,84,69,23,14,5,4,199,5314,7755,3809,3477,1318,525,22198,2203,3826,2420,2811,1149,440,12849,263,368,159,131,25,11,957,337,627,339,258,56,25,1642,600,995,498,389,81,36,2599,1059,885,311,142,31,5,2433,1014,1335,419,219,39,11,3037,972,1526,499,243,52,17,3309,18,16,5,3,0,0,42,3063,3762,1234,607,122,33,8821,6,5,3,0,0,0,14,0,3,3,0,0,0,6,27,46,20,17,4,0,114,33,54,26,17,4,0,134,3,3,0,3
LGA11550,3491,6386,4538,4926,2665,2076,24082,470,418,247,189,88,45,1457,330,419,370,293,131,75,1618,800,837,617,482,219,120,3075,3169,2713,1982,1286,515,253,9918,1498,1418,910,640,238,92,4796,317,255,109,80,23,7,791,43,27,13,12,5,0,100,5027,4413,3014,2018,781,352,15605,0,0,0,0,0,0,0,0,3,3,0,0,0,6,90,75,59,49,28,19,320,90,78,62,49,28,19,326,108,101,63,52,27,16,367,9516,11815,8294,7527,3720,2583,43455,3706,6465,4413,4770,2464,1776,23594,503,581,363,319,162,93,2021,536,688,570,526,201,120,2641,1039,1269,933,845,363,213,4662,3555,2978,1863,1270,455,199,10320,1439,1366,725,491,190,73,4284,415,344,159,110,38,16,1082,14,3,3,3,4,3,30,5423,4691,2750,1874,687,291,15716,7,9,6,3,3,5,33,4,3,0,0,0,0,7,63,75,38,33,20,10,239,74,87,44,36,23,15,279,3,0,0,4
LGA11600,224,342,154,167,95,49,1031,11,8,3,0,0,0,22,0,0,0,0,0,0,0,11,8,3,0,0,0,22,12,10,3,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,0,3,0,28,31,10,5,4,0,0,50,3,0,0,0,0,0,3,0,7,3,3,0,0,13,34,17,8,7,0,0,66,0,0,0,0,0,0,0,281,377,168,174,98,49,1147,227,321,144,141,76,41,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,3,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,3,0,0,3,40,25,7,3,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,3,25,7,6,0,0,0,38,0,0,0,0
LGA11700,224,247,97,77,41,44,730,3,3,0,3,0,0,9,0,0,0,0,0,0,0,3,3,0,3,0,0,9,7,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,14,12,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,3,0,3,0,6,15,0,3,0,3,0,21,3,4,0,3,3,3,16,252,258,103,83,47,47,790,217,210,76,57,29,50,639,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,5,8,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,12,26,3,0,0,0,0,29,7,0,0,3,0,0,10,5,3,0,0,0,0,8,38,6,0,3,0,0,47,0,0,0,0
LGA11720,3156,4933,2528,2551,1230,543,14941,115,71,21,14,6,0,227,15,4,0,3,0,0,22,130,75,21,17,6,0,249,292,84,17,12,3,0,408,3,0,3,0,0,0,6,0,0,0,0,0,0,0,12,6,3,3,0,0,24,307,90,23,15,3,0,438,72,26,3,6,5,3,115,3,4,3,0,0,0,10,20,12,3,6,4,0,45,95,42,9,12,9,3,170,75,55,12,7,6,3,158,3763,5195,2593,2602,1254,549,15956,3324,5498,2527,2565,1184,562,15660,146,98,25,4,5,0,278,27,13,0,5,0,0,45,173,111,25,9,5,0,323,341,106,32,16,3,4,502,4,0,0,0,0,0,4,3,0,0,3,3,3,12,0,3,0,3,0,0,6,348,109,32,22,6,7,524,49,23,8,5,3,3,91,0,0,0,0,3,0,3,10,7,7,7,3,0,34,59,30,15,12,9,3,128,3,11,7,5
LGA11730,3017,5652,2164,2168,1079,534,14614,302,220,59,26,13,4,624,91,97,41,16,4,0,249,393,317,100,42,17,4,873,623,259,78,28,9,0,997,48,21,7,0,0,0,76,8,4,0,0,0,0,12,35,8,3,0,3,0,49,714,292,88,28,12,0,1134,290,193,17,11,8,3,522,27,8,7,7,0,3,52,33,53,18,18,7,0,129,350,254,42,36,15,6,703,31,32,3,3,5,3,77,4505,6547,2397,2277,1128,547,17401,3470,6366,2239,2120,1042,523,15760,277,220,61,53,7,7,625,111,82,22,10,3,3,231,388,302,83,63,10,10,856,592,297,78,35,6,3,1011,30,17,4,0,0,0,51,46,11,0,0,0,0,57,21,6,0,4,3,0,34,689,331,82,39,9,3,1153,298,155,16,19,7,3,498,21,11,3,0,0,0,35,26,22,8,8,7,0,71,345,188,27,27,14,3,604,0,3,0,3
LGA11750,361,515,219,269,154,71,1589,32,6,3,3,0,0,44,0,3,0,0,0,0,3,32,9,3,3,0,0,47,69,11,3,4,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,72,14,3,4,0,0,93,11,7,0,0,0,0,18,0,0,0,0,0,0,0,3,5,4,3,0,0,15,14,12,4,3,0,0,33,5,4,3,0,0,0,12,484,554,232,279,154,71,1774,348,509,247,251,113,69,1537,5,4,0,4,0,0,13,0,0,0,0,0,0,0,5,4,0,4,0,0,13,108,31,3,3,0,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,31,3,3,0,3,148,12,16,0,3,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,16,0,3,0,0,34,0,0,0,0
LGA11800,2754,6275,2886,2965,1440,639,16959,705,616,161,70,25,6,1583,241,309,140,63,16,5,774,946,925,301,133,41,11,2357,1058,543,150,54,19,6,1830,141,111,22,11,5,0,290,117,104,11,3,0,0,235,80,32,7,3,3,0,125,1396,790,190,71,27,6,2480,383,275,33,28,4,4,727,40,9,4,3,3,3,62,37,38,17,14,5,4,115,460,322,54,45,12,11,904,49,34,9,3,0,0,95,5605,8346,3440,3217,1520,667,22795,3279,7018,3042,3090,1469,623,18521,804,598,142,86,17,5,1652,366,426,146,81,27,10,1056,1170,1024,288,167,44,15,2708,1089,645,165,67,25,7,1998,133,107,24,6,0,0,270,118,120,16,9,0,3,266,47,18,12,3,0,0,80,1387,890,217,85,25,10,2614,385,212,43,16,7,0,663,47,0,0,0,0,0,47,16,28,9,11,0,0,64,448,240,52,27,7,0,774,3,3,0,0
LGA11860,116,236,76,106,65,29,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,3,3,6,122,236,79,106,68,32,643,126,208,88,75,64,20,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
LGA12000,307,467,181,195,116,84,1350,9,6,0,0,0,0,15,0,0,0,0,0,0,0,9,6,0,0,0,0,15,23,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,4,3,4,0,20,7,6,4,3,4,0,24,0,0,0,0,0,0,0,346,482,185,198,120,84,1415,318,520,174,192,126,73,1403,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,25,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,28,5,0,0,0,0,33,8,3,0,0,3,0,14,0,0,0,0,0,0,0,4,3,3,0,0,0,10,12,6,3,0,3,0,24,3,3,0,0
LGA12050,767,1165,422,503,243,103,3203,42,10,9,4,0,3,68,4,0,0,3,0,0,7,46,10,9,7,0,3,75,158,32,8,3,4,0,205,4,3,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,9,171,35,8,3,4,0,221,8,0,3,0,0,0,11,5,0,3,0,0,0,8,4,3,0,3,3,0,13,17,3,6,3,3,0,32,0,0,0,0,0,0,0,1001,1213,445,516,250,106,3531,858,1303,461,465,207,93,3387,50,23,3,3,0,0,79,0,3,3,0,0,0,6,50,26,6,3,0,0,85,128,23,4,0,4,0,159,9,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,11,148,23,4,0,4,0,179,10,5,3,3,0,0,21,3,0,0,0,0,0,3,16,3,4,3,3,0,29,29,8,7,6,3,0,53,0,3,0,0
LGA12150,347,531,228,207,147,90,1550,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,6,48,18,0,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,0,0,3,0,69,7,3,0,0,0,0,10,0,0,0,0,0,0,0,6,11,9,0,0,0,26,13,14,9,0,0,0,36,0,3,0,0,0,0,3,411,569,237,207,150,90,1664,394,526,196,187,103,75,1481,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,73,9,3,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,9,3,3,0,0,88,7,6,3,0,0,0,16,0,0,0,0,0,0,0,4,4,0,0,3,3,14,11,10,3,0,3,3,30,0,0,0,0
LGA12200,610,991,360,366,203,70,2600,23,7,0,0,0,0,30,3,3,0,0,0,0,6,26,10,0,0,0,0,36,89,15,0,0,0,0,104,15,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,3,107,15,0,0,0,0,122,6,5,0,0,0,0,11,0,0,0,0,0,0,0,12,6,0,5,3,0,26,18,11,0,5,3,0,37,0,3,0,3,0,0,6,761,1030,360,374,206,70,2801,655,1070,365,346,172,74,2682,61,12,0,0,0,0,73,0,0,0,4,0,0,4,61,12,0,4,0,0,77,53,19,0,0,0,3,75,16,0,0,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,72,19,0,0,0,3,94,11,4,3,0,0,0,18,0,0,0,0,0,0,0,9,4,3,0,0,0,16,20,8,6,0,0,0,34,0,0,0,0
LGA12300,754,1444,462,503,262,112,3537,88,46,3,0,0,0,137,8,3,0,0,0,0,11,96,49,3,0,0,0,148,153,81,7,5,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,159,81,7,5,0,0,252,47,29,3,0,0,0,79,3,0,0,0,0,0,3,7,7,0,6,3,0,23,57,36,3,6,3,0,105,11,15,3,3,0,0,32,1077,1625,478,517,265,112,4074,809,1540,519,470,271,101,3710,73,38,8,5,0,0,124,5,5,0,0,0,0,10,78,43,8,5,0,0,134,183,90,18,8,0,0,299,8,11,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,4,191,105,18,8,0,0,322,57,40,3,3,3,0,106,7,5,0,0,0,0,12,0,3,3,3,0,0,9,64,48,6,6,3,0,127,0,0,0,0
LGA12350,933,1560,586,618,323,188,4208,59,26,7,3,0,0,95,3,5,0,0,0,0,8,62,31,7,3,0,0,103,168,42,12,0,3,0,225,11,0,0,0,0,0,11,0,0,0,0,0,0,0,4,3,0,0,0,0,7,183,45,12,0,3,0,243,29,9,0,0,0,0,38,0,0,0,0,0,0,0,8,8,3,4,0,0,23,37,17,3,4,0,0,61,11,5,3,3,3,0,25,1226,1658,611,628,329,188,4640,1002,1709,610,558,310,173,4362,69,17,4,0,0,0,90,9,8,0,0,0,0,17,78,25,4,0,0,0,107,158,45,10,4,4,0,221,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,7,163,49,14,7,4,0,237,21,14,0,0,0,0,35,5,3,4,4,0,0,16,3,0,4,3,0,0,10,29,17,8,7,0,0,61,0,0,0,0
LGA12500,534,898,446,362,192,80,2512,18,11,4,0,0,0,33,0,0,0,0,0,0,0,18,11,4,0,0,0,33,279,87,11,7,3,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,284,90,11,7,3,0,395,34,10,3,3,0,0,50,3,0,0,0,0,0,3,0,5,7,0,3,3,18,37,15,10,3,3,3,71,0,7,0,3,0,0,10,873,1021,471,375,198,83,3021,599,950,383,339,173,66,2510,60,13,3,3,3,0,82,0,0,0,0,0,0,0,60,13,3,3,3,0,82,249,63,9,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,63,9,0,0,0,321,7,6,3,0,0,0,16,3,3,3,0,0,0,9,7,10,0,3,0,0,20,17,19,6,3,0,0,45,0,0,0,0
LGA12600,1742,3579,1879,2072,1070,521,10863,337,247,58,21,9,0,672,8,21,9,4,0,0,42,345,268,67,25,9,0,714,674,336,58,23,7,3,1101,14,5,0,0,0,0,19,0,0,0,0,0,0,0,11,3,3,0,0,0,17,699,344,61,23,7,3,1137,63,34,8,5,0,3,113,0,5,0,3,0,0,8,17,27,5,5,9,3,66,80,66,13,13,9,6,187,23,22,4,6,3,4,62,2889,4279,2024,2139,1098,534,12963,2025,3904,1831,1952,969,493,11174,323,245,93,59,24,11,755,37,11,0,0,0,0,48,360,256,93,59,24,11,803,589,254,53,10,7,0,913,6,3,0,0,0,0,9,0,0,0,0,0,0,0,5,14,7,3,0,0,29,600,271,60,13,7,0,951,57,20,3,10,0,0,90,4,10,0,0,0,0,14,9,5,7,5,0,3,29,70,35,10,15,0,3,133,6,3,0,3
LGA12700,580,975,405,434,231,94,2719,27,5,0,0,0,0,32,0,0,0,0,0,0,0,27,5,0,0,0,0,32,21,3,6,0,0,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,27,3,6,0,0,0,36,10,4,0,0,0,0,14,3,0,3,3,0,3,12,9,9,6,3,0,3,30,22,13,9,6,0,6,56,4,6,4,0,0,0,14,660,1002,424,440,231,100,2857,580,1058,415,423,218,90,2784,41,8,5,4,0,0,58,0,0,0,0,0,0,0,41,8,5,4,0,0,58,20,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,26,11,7,0,0,3,0,21,4,4,0,6,0,0,14,0,4,0,4,0,0,8,15,15,0,10,3,0,43,4,0,0,0
LGA12750,2400,4671,1462,1351,621,315,10820,235,178,34,10,11,3,471,200,152,36,15,6,0,409,435,330,70,25,17,3,880,333,167,35,15,6,3,559,23,12,3,0,3,0,41,0,0,0,0,0,0,0,26,10,5,0,3,0,44,382,189,43,15,12,3,644,176,124,21,10,0,0,331,5,7,0,0,0,3,15,21,35,14,7,3,0,80,202,166,35,17,3,3,426,14,21,6,4,4,0,49,3433,5377,1616,1412,657,324,12819,2592,5214,1569,1401,634,307,11717,276,247,42,28,5,5,603,162,131,28,20,3,3,347,438,378,70,48,8,8,950,392,210,46,15,6,3,672,15,8,5,0,0,0,28,12,14,0,0,0,0,26,31,18,5,0,0,0,54,450,250,56,15,6,3,780,174,115,14,5,3,0,311,12,10,0,4,3,0,29,21,10,7,5,5,3,51,207,135,21,14,11,3,391,0,0,0,0
LGA12850,4505,9104,7708,9621,5748,4483,41169,563,552,425,386,195,131,2252,488,711,731,735,367,235,3267,1051,1263,1156,1121,562,366,5519,752,570,360,285,107,76,2150,770,763,522,402,150,60,2667,298,343,222,176,44,14,1097,71,43,18,25,8,0,165,1891,1719,1122,888,309,150,6079,86,48,6,4,6,3,153,24,0,0,0,0,0,24,38,28,24,17,12,9,128,148,76,30,21,18,12,305,67,59,42,45,27,28,268,7662,12221,10058,11696,6664,5039,53340,5166,9643,7881,9243,5523,4115,41571,542,588,435,323,176,98,2162,489,804,773,807,396,262,3531,1031,1392,1208,1130,572,360,5693,819,622,368,324,126,60,2319,861,865,575,330,96,46,2773,346,408,248,199,62,22,1285,27,13,6,12,3,4,65,2053,1908,1197,865,287,132,6442,48,12,11,3,0,0,74,6,5,0,0,3,0,14,29,26,15,14,7,0,91,83,43,26,17,10,0,179,6,4,7,5
LGA12900,716,1132,500,510,269,106,3233,33,7,3,0,0,0,43,0,5,0,0,0,0,5,33,12,3,0,0,0,48,158,42,12,3,0,0,215,4,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,6,165,45,15,3,0,0,228,17,8,0,0,0,0,25,0,0,0,0,0,0,0,8,13,3,0,3,0,27,25,21,3,0,3,0,52,4,3,4,0,3,0,14,943,1213,525,513,275,106,3575,776,1169,488,413,258,104,3208,11,5,0,0,0,0,16,0,3,0,0,0,0,3,11,8,0,0,0,0,19,185,56,6,3,0,0,250,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,6,191,56,6,6,0,0,259,26,7,3,0,0,0,36,0,0,3,0,0,0,3,3,8,3,3,0,0,17,29,15,9,3,0,0,56,3,0,0,3
