region_id,Med_ag_pe_In_pe_h_I_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_p,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_wi_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
IARE308014,28,44,42,471,581,578,1277,1143,1149,1278,1733,1733,290,240,250,1.2,1.1,1.1,3.2,2.5,2.5,7.1,3.4,3.5
IARE308015,22,44,42,398,544,534,955,979,977,1434,1346,1350,183,210,200,1.4,1.1,1.2,3.4,2.4,2.4,20.5,4.2,5.4
IARE394994,33,45,44,284,387,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE397997,76,47,48,500,669,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE401001,29,35,35,377,630,627,836,1275,1270,2100,1827,1842,165,295,295,1.1,1.1,1.1,2.3,2.2,2.2,7.4,4.1,4.1
IARE401002,21,40,40,461,634,633,1125,1388,1385,2167,1650,1650,270,260,260,1.1,1.1,1.1,2.9,2.7,2.7,3.1,1.4,1.4
IARE401003,22,41,41,405,553,552,1103,1141,1141,1300,1391,1388,200,200,200,1.2,1.1,1.1,3.1,2.6,2.6,6.3,1.6,1.6
IARE401004,22,43,42,342,452,445,751,806,801,1127,1083,1083,140,150,146,1.2,1.1,1.1,3.0,2.3,2.3,9.0,1.7,2.1
IARE401005,22,40,40,371,553,552,900,1105,1104,1571,1709,1703,230,260,260,1.1,1.1,1.1,2.5,2.3,2.3,6.6,2.5,2.5
IARE401006,24,41,41,381,526,524,772,1024,1019,1517,1690,1690,160,240,235,1.2,1.1,1.1,2.7,2.3,2.4,9.1,3.0,3.1
IARE401007,22,50,50,341,442,441,821,813,813,1220,1300,1300,230,200,200,1.1,1.1,1.1,3.1,2.2,2.2,7.0,1.1,1.2
IARE401008,17,39,39,381,536,534,818,1031,1027,1333,1500,1500,231,225,225,1.2,1.1,1.1,3.2,2.4,2.5,7.2,1.4,1.5
IARE401009,25,40,40,408,582,581,1034,1067,1067,2084,1733,1733,246,250,250,1.1,1.1,1.1,2.4,2.2,2.2,6.0,2.7,2.7
IARE401010,21,46,45,322,438,435,744,794,793,1190,1083,1083,150,135,138,1.2,1.1,1.1,3.0,2.3,2.3,8.0,1.6,1.8
IARE401011,21,39,39,382,554,552,890,1067,1064,1900,1600,1600,175,245,240,1.1,1.1,1.1,2.9,2.3,2.3,5.8,2.0,2.1
IARE401012,23,41,40,343,459,453,790,839,837,1103,1200,1200,168,180,180,1.2,1.1,1.1,3.1,2.4,2.4,8.1,2.5,2.8
IARE401013,22,45,44,330,438,431,752,795,793,867,867,867,115,100,100,1.2,1.1,1.1,3.2,2.3,2.3,14.1,1.2,1.7
IARE401014,19,39,38,390,543,542,951,1082,1080,1498,1473,1473,235,250,250,1.2,1.0,1.1,3.1,2.5,2.5,7.4,1.6,1.6
IARE401015,17,33,33,360,457,454,783,897,892,1300,1300,1300,200,200,200,1.2,1.1,1.1,3.2,2.6,2.6,9.2,3.1,3.4
IARE401016,23,38,37,360,487,484,743,956,951,1496,1600,1599,180,220,220,1.2,1.1,1.1,2.8,2.3,2.4,10.1,3.9,4.0
IARE401017,19,41,40,332,464,462,700,847,843,1365,1083,1083,160,150,150,1.1,1.1,1.1,3.1,2.4,2.4,6.5,2.3,2.3
IARE401018,20,35,35,394,505,503,990,1025,1024,1510,1420,1429,214,240,240,1.2,1.1,1.1,3.1,2.6,2.6,10.2,3.4,3.5
IARE401019,20,40,40,374,520,518,815,940,937,1083,1159,1153,145,150,150,1.2,1.1,1.1,2.9,2.4,2.4,6.1,1.4,1.5
IARE401020,22,40,40,417,593,591,1018,1248,1246,1588,1517,1517,190,260,260,1.1,1.0,1.0,2.9,2.6,2.6,6.8,1.5,1.5
IARE401021,25,41,41,437,682,681,1292,1422,1421,1945,1900,1900,250,280,280,1.1,1.1,1.1,2.7,2.4,2.4,4.5,1.8,1.8
IARE401022,23,43,43,339,499,496,655,907,904,900,1083,1083,180,160,160,1.2,1.1,1.1,2.9,2.4,2.4,3.3,1.5,1.5
IARE401023,22,50,50,327,398,397,638,735,733,1083,1060,1060,150,160,160,1.2,1.1,1.1,3.0,2.2,2.2,7.9,1.1,1.3
IARE402001,24,47,26,259,1087,277,989,1430,1137,0,0,0,30,0,20,1.9,1.1,1.6,4.9,1.4,3.8,48.0,1.7,32.6
IARE402002,31,48,45,359,449,433,956,668,703,1733,542,563,140,100,110,1.4,1.1,1.1,3.3,1.8,2.0,9.5,2.6,3.4
IARE402003,30,33,32,419,1257,1204,1031,2313,2182,2817,2167,2167,50,150,143,1.2,1.1,1.1,3.0,2.6,2.6,11.1,1.5,2.3
IARE402004,22,45,44,327,416,412,678,776,773,845,960,953,150,135,135,1.2,1.1,1.1,2.9,2.3,2.3,8.0,1.6,1.8
IARE402005,24,41,38,347,581,541,795,1033,987,1259,1200,1200,150,150,150,1.2,1.1,1.1,3.1,2.3,2.4,12.0,1.4,2.9
IARE402006,21,39,38,327,478,470,687,941,927,1083,1278,1257,147,150,150,1.2,1.1,1.1,2.9,2.2,2.3,7.7,1.6,1.8
IARE403001,25,41,38,315,664,584,870,1129,1057,1300,1192,1215,110,150,130,1.3,1.1,1.1,3.4,2.3,2.5,14.0,2.0,4.4
IARE403002,27,43,42,345,507,502,877,919,918,1203,1083,1083,100,110,110,1.4,1.1,1.1,3.6,2.4,2.4,18.5,1.7,2.2
IARE403003,20,39,38,350,533,523,749,932,924,1083,1309,1300,170,188,180,1.2,1.1,1.1,3.1,2.3,2.4,13.6,1.7,2.3
IARE494994,35,39,39,289,374,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE497997,0,36,36,0,1133,1133,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0
IARE501001,24,35,33,386,948,857,1109,1851,1707,2500,2600,2600,163,250,210,1.3,1.2,1.2,3.3,2.5,2.7,15.4,5.2,7.4
IARE501002,21,41,25,270,832,308,782,1458,887,0,0,0,50,0,50,1.7,1.3,1.6,4.5,2.2,3.8,37.7,10.9,29.4
IARE502001,25,40,38,356,660,599,919,1198,1144,950,1519,1517,155,155,155,1.4,1.1,1.2,3.5,2.3,2.5,19.4,3.8,6.6
IARE502002,22,42,38,294,901,647,755,978,909,1150,650,867,135,45,100,1.6,1.1,1.2,4.1,1.9,2.4,17.3,3.1,6.7
IARE502003,19,45,44,357,509,498,731,889,882,1517,1387,1387,150,150,150,1.2,1.1,1.1,3.3,2.3,2.4,9.9,1.7,2.2
IARE502004,21,38,36,369,626,604,909,1261,1232,1430,1700,1690,200,240,230,1.3,1.1,1.1,3.5,2.5,2.6,12.3,1.6,2.5
IARE502005,21,42,42,464,580,575,900,996,992,598,1200,1200,163,140,140,1.2,1.1,1.1,2.9,2.4,2.4,12.2,1.2,1.7
IARE502006,27,37,34,284,1265,920,627,1165,1009,417,408,417,117,60,100,1.3,1.1,1.2,3.4,1.9,2.5,13.8,3.8,7.7
IARE502007,24,44,41,290,579,544,791,929,911,867,1408,1044,50,110,100,1.4,1.1,1.2,3.1,2.1,2.2,12.7,3.6,5.0
IARE503001,18,39,38,328,605,593,1029,1162,1158,1300,1517,1517,150,200,190,1.3,1.1,1.1,3.3,2.5,2.5,6.8,1.3,1.5
IARE503002,21,33,32,354,920,833,862,1766,1670,813,1200,1192,88,170,150,1.4,1.1,1.1,3.4,2.5,2.6,13.5,2.1,3.3
IARE503003,22,31,31,389,935,897,1306,2027,1975,1600,1982,1950,175,270,260,1.4,1.1,1.1,3.5,2.6,2.7,14.0,2.6,3.4
IARE503004,25,40,33,255,1668,662,641,1451,909,0,953,953,42,0,21,1.5,1.1,1.3,4.1,1.7,3.1,25.8,2.6,15.8
IARE503005,27,33,32,280,1597,1397,1166,1826,1694,1051,1015,1051,96,0,0,1.6,1.1,1.2,4.4,2.4,2.8,34.0,2.1,8.5
IARE503006,24,44,27,244,1079,283,833,1375,1062,0,0,0,40,0,21,1.6,1.1,1.4,5.0,1.7,3.6,46.4,0,27.6
IARE503007,24,37,34,268,1931,1665,1228,1312,1264,0,190,190,100,0,25,1.8,1.2,1.4,5.0,2.5,3.6,50.0,0,20.7
IARE504001,20,41,32,250,1385,637,705,1125,785,0,5106,5106,50,0,50,1.6,1.2,1.4,4.5,1.5,3.2,44.9,0,25.5
IARE504002,20,42,25,262,1332,292,786,1416,952,108,0,108,50,0,50,1.9,1.1,1.7,5.0,1.6,4.1,49.2,0,36.4
IARE504003,23,39,28,277,1112,355,839,1789,1110,2058,175,1117,90,25,80,1.8,1.1,1.5,4.2,2.0,3.3,43.8,2.9,27.8
IARE504004,22,47,23,273,920,286,724,1031,815,0,0,0,35,0,30,1.4,1.0,1.4,3.9,1.0,3.6,34.2,0,28.9
IARE504005,20,35,22,263,1145,281,733,2812,929,0,0,0,50,0,50,1.7,1.0,1.5,4.7,1.5,3.9,42.0,0,31.9
IARE504006,21,34,31,345,1017,878,1125,1852,1684,1800,2474,2392,140,170,150,1.6,1.2,1.3,4.0,2.3,2.7,29.4,5.2,10.5
IARE504007,28,39,36,269,930,749,825,1698,1521,0,2027,2027,36,55,50,1.5,1.3,1.3,3.4,2.5,2.7,34.2,5.4,11.8
IARE504008,25,37,30,350,1005,582,1041,1542,1325,1088,1409,1300,118,69,90,1.5,1.2,1.3,3.5,2.2,2.8,26.6,3.2,14.1
IARE505001,19,34,34,368,627,621,1093,1315,1309,1733,1860,1853,250,290,290,1.2,1.1,1.1,3.5,2.6,2.7,8.7,1.9,2.1
IARE505002,20,38,38,393,648,643,1062,1281,1276,2144,1850,1863,280,300,300,1.2,1.1,1.1,3.3,2.4,2.4,12.5,1.6,1.9
IARE505003,21,37,37,444,662,660,1146,1288,1287,1517,1950,1950,250,300,300,1.2,1.1,1.1,3.0,2.4,2.4,10.8,2.7,2.9
IARE505004,21,36,35,384,666,659,916,1271,1263,1875,2000,2000,210,300,300,1.2,1.1,1.1,3.1,2.3,2.4,9.9,3.2,3.4
IARE505005,20,34,34,388,596,594,989,1423,1419,1733,1900,1900,230,332,330,1.2,1.1,1.1,3.1,2.7,2.7,6.5,3.0,3.0
IARE505006,20,34,34,370,700,695,1215,1546,1540,2000,2006,2006,250,330,330,1.2,1.0,1.0,3.4,2.7,2.7,10.4,1.5,1.7
IARE505007,25,41,41,378,717,712,841,1397,1387,2227,2167,2167,200,310,310,1.2,1.1,1.1,2.8,2.3,2.3,11.2,2.1,2.2
IARE505008,21,34,33,415,628,623,1156,1377,1372,1625,1800,1800,250,310,310,1.2,1.1,1.1,3.5,2.8,2.8,8.2,2.6,2.7
IARE505009,20,38,38,642,718,718,1707,1781,1780,2167,2000,2000,350,370,370,1.2,1.0,1.0,3.5,2.8,2.8,7.9,0.9,1.0
IARE505010,18,39,38,444,684,681,1578,1520,1521,1800,1976,1955,250,325,320,1.2,1.0,1.0,3.6,2.7,2.7,7.0,1.4,1.5
IARE505011,24,32,32,391,613,606,1147,1256,1252,1647,1800,1800,235,265,260,1.2,1.1,1.1,3.5,2.6,2.7,9.8,1.9,2.1
IARE505012,22,40,40,437,697,695,1213,1638,1635,2167,2123,2126,177,350,350,1.2,1.0,1.0,3.2,2.6,2.6,10.3,1.2,1.2
IARE505013,26,41,40,520,646,644,1575,1524,1525,2025,1820,1835,200,300,300,1.2,1.0,1.1,3.6,2.7,2.7,8.2,1.3,1.4
IARE505014,26,36,36,383,887,885,1257,1896,1892,1900,2500,2500,300,395,392,1.2,1.1,1.1,2.2,2.3,2.3,8.8,2.5,2.6
IARE505015,18,35,34,437,618,615,1383,1411,1410,1950,2000,2000,278,300,300,1.1,1.0,1.0,3.5,2.7,2.7,5.4,1.2,1.3
IARE505016,16,36,35,620,667,666,1578,1640,1638,2167,2167,2167,300,320,310,1.2,1.1,1.1,3.6,3.0,3.0,3.1,1.5,1.5
IARE505017,24,35,35,350,745,740,786,1488,1479,2285,2167,2167,170,330,325,1.3,1.1,1.1,2.7,2.2,2.2,11.6,2.7,2.8
IARE505018,22,36,36,432,701,698,985,1377,1372,2000,2000,2000,250,310,310,1.2,1.1,1.1,2.9,2.4,2.4,11.7,2.4,2.5
IARE505019,19,34,34,404,658,653,1132,1449,1442,2000,1950,1950,230,320,315,1.2,1.1,1.1,3.6,2.8,2.8,9.9,2.0,2.2
IARE505020,18,33,32,378,658,655,1253,1533,1528,1777,2080,2080,225,350,350,1.2,1.1,1.1,3.7,2.9,2.9,12.3,2.2,2.3
IARE505021,17,32,32,396,661,657,1087,1495,1489,1879,2167,2167,290,350,350,1.2,1.0,1.0,3.6,2.9,2.9,8.5,1.4,1.5
IARE506001,24,34,32,297,1984,1812,1506,2799,2693,366,351,358,100,70,75,1.7,1.1,1.2,4.5,2.7,3.1,35.0,2.1,9.2
IARE506002,25,35,34,735,1641,1586,1765,2525,2480,2943,1800,1820,37,46,42,1.4,1.1,1.1,3.4,2.6,2.7,9.9,2.4,3.2
IARE506003,22,32,32,848,1575,1542,2166,2886,2868,2817,3085,3033,139,131,132,1.3,1.1,1.1,3.4,2.8,2.9,13.1,3.6,4.3
IARE506004,25,32,31,468,1549,1421,1910,2878,2810,1950,2787,2600,120,120,120,1.3,1.1,1.2,3.3,2.7,2.8,12.7,4.5,5.9
IARE506005,27,36,34,398,1749,1585,1375,2798,2676,867,2600,2500,115,30,38,1.5,1.1,1.2,4.2,2.7,3.0,30.3,4.1,9.8
IARE507001,22,41,41,358,526,521,810,1014,1003,1600,1560,1560,178,230,230,1.2,1.1,1.1,3.0,2.4,2.4,6.8,1.6,1.8
IARE507002,23,45,44,346,510,501,777,952,947,1300,1259,1271,120,130,130,1.3,1.1,1.1,3.5,2.4,2.4,12.8,1.6,2.1
