State,Region Type,ASGS 2011,Frequency,Selected Medians and Averages,Time,Value,Flags
"Victoria","Statistical Area Level 3","Nillumbik - Kinglake","Annual","Median rent ($/weekly)","2001",170,
"Victoria","Statistical Area Level 3","Nillumbik - Kinglake","Annual","Median rent ($/weekly)","2006",220,
"Victoria","Statistical Area Level 3","Nillumbik - Kinglake","Annual","Median rent ($/weekly)","2011",309,
"Victoria","Statistical Area Level 3","Whittlesea - Wallan","Annual","Median rent ($/weekly)","2001",165,
"Victoria","Statistical Area Level 3","Whittlesea - Wallan","Annual","Median rent ($/weekly)","2006",200,
"Victoria","Statistical Area Level 3","Whittlesea - Wallan","Annual","Median rent ($/weekly)","2011",300,
"Victoria","Statistical Area Level 3","Keilor","Annual","Median rent ($/weekly)","2001",180,
"Victoria","Statistical Area Level 3","Keilor","Annual","Median rent ($/weekly)","2006",210,
"Victoria","Statistical Area Level 3","Keilor","Annual","Median rent ($/weekly)","2011",310,
"Victoria","Statistical Area Level 3","Macedon Ranges","Annual","Median rent ($/weekly)","2001",148,
"Victoria","Statistical Area Level 3","Macedon Ranges","Annual","Median rent ($/weekly)","2006",195,
"Victoria","Statistical Area Level 3","Macedon Ranges","Annual","Median rent ($/weekly)","2011",260,
"Victoria","Statistical Area Level 3","Moreland - North","Annual","Median rent ($/weekly)","2001",150,
"Victoria","Statistical Area Level 3","Moreland - North","Annual","Median rent ($/weekly)","2006",185,
"Victoria","Statistical Area Level 3","Moreland - North","Annual","Median rent ($/weekly)","2011",295,
"Victoria","Statistical Area Level 3","Sunbury","Annual","Median rent ($/weekly)","2001",160,
"Victoria","Statistical Area Level 3","Sunbury","Annual","Median rent ($/weekly)","2006",190,
"Victoria","Statistical Area Level 3","Sunbury","Annual","Median rent ($/weekly)","2011",270,
"Victoria","Statistical Area Level 3","Tullamarine - Broadmeadows","Annual","Median rent ($/weekly)","2001",150,
"Victoria","Statistical Area Level 3","Tullamarine - Broadmeadows","Annual","Median rent ($/weekly)","2006",185,
"Victoria","Statistical Area Level 3","Tullamarine - Broadmeadows","Annual","Median rent ($/weekly)","2011",289,
"Victoria","Statistical Area Level 3","Knox","Annual","Median rent ($/weekly)","2001",165,
"Victoria","Statistical Area Level 3","Knox","Annual","Median rent ($/weekly)","2006",201,
"Victoria","Statistical Area Level 3","Knox","Annual","Median rent ($/weekly)","2011",300,
"Victoria","Statistical Area Level 3","Manningham - East","Annual","Median rent ($/weekly)","2001",200,
"Victoria","Statistical Area Level 3","Manningham - East","Annual","Median rent ($/weekly)","2006",245,
"Victoria","Statistical Area Level 3","Manningham - East","Annual","Median rent ($/weekly)","2011",350,
"Victoria","Statistical Area Level 3","Maroondah","Annual","Median rent ($/weekly)","2001",160,
"Victoria","Statistical Area Level 3","Maroondah","Annual","Median rent ($/weekly)","2006",195,
"Victoria","Statistical Area Level 3","Maroondah","Annual","Median rent ($/weekly)","2011",290,
"Victoria","Statistical Area Level 3","Whitehorse - East","Annual","Median rent ($/weekly)","2001",171,
"Victoria","Statistical Area Level 3","Whitehorse - East","Annual","Median rent ($/weekly)","2006",210,
"Victoria","Statistical Area Level 3","Whitehorse - East","Annual","Median rent ($/weekly)","2011",314,
"Victoria","Statistical Area Level 3","Yarra Ranges","Annual","Median rent ($/weekly)","2001",145,
"Victoria","Statistical Area Level 3","Yarra Ranges","Annual","Median rent ($/weekly)","2006",185,
"Victoria","Statistical Area Level 3","Yarra Ranges","Annual","Median rent ($/weekly)","2011",265,
"Victoria","Statistical Area Level 3","Cardinia","Annual","Median rent ($/weekly)","2001",145,
"Victoria","Statistical Area Level 3","Cardinia","Annual","Median rent ($/weekly)","2006",180,
"Victoria","Statistical Area Level 3","Cardinia","Annual","Median rent ($/weekly)","2011",280,
"Victoria","Statistical Area Level 3","Casey - North","Annual","Median rent ($/weekly)","2001",160,
"Victoria","Statistical Area Level 3","Casey - North","Annual","Median rent ($/weekly)","2006",195,
"Victoria","Statistical Area Level 3","Casey - North","Annual","Median rent ($/weekly)","2011",295,
"Victoria","Statistical Area Level 3","Casey - South","Annual","Median rent ($/weekly)","2001",150,
"Victoria","Statistical Area Level 3","Casey - South","Annual","Median rent ($/weekly)","2006",190,
"Victoria","Statistical Area Level 3","Casey - South","Annual","Median rent ($/weekly)","2011",291,
"Victoria","Statistical Area Level 3","Dandenong","Annual","Median rent ($/weekly)","2001",138,
"Victoria","Statistical Area Level 3","Dandenong","Annual","Median rent ($/weekly)","2006",162,
"Victoria","Statistical Area Level 3","Dandenong","Annual","Median rent ($/weekly)","2011",259,
"Victoria","Statistical Area Level 3","Monash","Annual","Median rent ($/weekly)","2001",185,
"Victoria","Statistical Area Level 3","Monash","Annual","Median rent ($/weekly)","2006",230,
"Victoria","Statistical Area Level 3","Monash","Annual","Median rent ($/weekly)","2011",345,
"Victoria","Statistical Area Level 3","Brimbank","Annual","Median rent ($/weekly)","2001",148,
"Victoria","Statistical Area Level 3","Brimbank","Annual","Median rent ($/weekly)","2006",170,
"Victoria","Statistical Area Level 3","Brimbank","Annual","Median rent ($/weekly)","2011",265,
"Victoria","Statistical Area Level 3","Hobsons Bay","Annual","Median rent ($/weekly)","2001",160,
"Victoria","Statistical Area Level 3","Hobsons Bay","Annual","Median rent ($/weekly)","2006",190,
"Victoria","Statistical Area Level 3","Hobsons Bay","Annual","Median rent ($/weekly)","2011",286,
"Victoria","Statistical Area Level 3","Maribyrnong","Annual","Median rent ($/weekly)","2001",130,
"Victoria","Statistical Area Level 3","Maribyrnong","Annual","Median rent ($/weekly)","2006",170,
"Victoria","Statistical Area Level 3","Maribyrnong","Annual","Median rent ($/weekly)","2011",280,
"Victoria","Statistical Area Level 3","Melton - Bacchus Marsh","Annual","Median rent ($/weekly)","2001",140,
"Victoria","Statistical Area Level 3","Melton - Bacchus Marsh","Annual","Median rent ($/weekly)","2006",180,
"Victoria","Statistical Area Level 3","Melton - Bacchus Marsh","Annual","Median rent ($/weekly)","2011",261,
"Victoria","Statistical Area Level 3","Wyndham","Annual","Median rent ($/weekly)","2001",150,
"Victoria","Statistical Area Level 3","Wyndham","Annual","Median rent ($/weekly)","2006",185,
"Victoria","Statistical Area Level 3","Wyndham","Annual","Median rent ($/weekly)","2011",280,
"Victoria","Statistical Area Level 3","Frankston","Annual","Median rent ($/weekly)","2001",145,
"Victoria","Statistical Area Level 3","Frankston","Annual","Median rent ($/weekly)","2006",180,
"Victoria","Statistical Area Level 3","Frankston","Annual","Median rent ($/weekly)","2011",265,
"Victoria","Statistical Area Level 3","Mornington Peninsula","Annual","Median rent ($/weekly)","2001",135,
"Victoria","Statistical Area Level 3","Mornington Peninsula","Annual","Median rent ($/weekly)","2006",175,
"Victoria","Statistical Area Level 3","Mornington Peninsula","Annual","Median rent ($/weekly)","2011",260,
"Victoria","Statistical Area Level 3","Grampians","Annual","Median rent ($/weekly)","2001",85,
"Victoria","Statistical Area Level 3","Grampians","Annual","Median rent ($/weekly)","2006",110,
"Victoria","Statistical Area Level 3","Grampians","Annual","Median rent ($/weekly)","2011",145,
"Victoria","Statistical Area Level 3","Mildura","Annual","Median rent ($/weekly)","2001",120,
"Victoria","Statistical Area Level 3","Mildura","Annual","Median rent ($/weekly)","2006",150,
"Victoria","Statistical Area Level 3","Mildura","Annual","Median rent ($/weekly)","2011",170,
"Victoria","Statistical Area Level 3","Murray River - Swan Hill","Annual","Median rent ($/weekly)","2001",90,
"Victoria","Statistical Area Level 3","Murray River - Swan Hill","Annual","Median rent ($/weekly)","2006",110,
"Victoria","Statistical Area Level 3","Murray River - Swan Hill","Annual","Median rent ($/weekly)","2011",140,
"Victoria","Statistical Area Level 3","Campaspe","Annual","Median rent ($/weekly)","2001",100,
"Victoria","Statistical Area Level 3","Campaspe","Annual","Median rent ($/weekly)","2006",135,
"Victoria","Statistical Area Level 3","Campaspe","Annual","Median rent ($/weekly)","2011",170,
"Victoria","Statistical Area Level 3","Moira","Annual","Median rent ($/weekly)","2001",100,
"Victoria","Statistical Area Level 3","Moira","Annual","Median rent ($/weekly)","2006",132,
"Victoria","Statistical Area Level 3","Moira","Annual","Median rent ($/weekly)","2011",160,
"Victoria","Statistical Area Level 3","Shepparton","Annual","Median rent ($/weekly)","2001",125,
"Victoria","Statistical Area Level 3","Shepparton","Annual","Median rent ($/weekly)","2006",150,
"Victoria","Statistical Area Level 3","Shepparton","Annual","Median rent ($/weekly)","2011",185,
"Victoria","Statistical Area Level 3","Glenelg - Southern Grampians","Annual","Median rent ($/weekly)","2001",85,
"Victoria","Statistical Area Level 3","Glenelg - Southern Grampians","Annual","Median rent ($/weekly)","2006",120,
"Victoria","Statistical Area Level 3","Glenelg - Southern Grampians","Annual","Median rent ($/weekly)","2011",155,
"Victoria","Statistical Area Level 3","Warrnambool - Otway Ranges","Annual","Median rent ($/weekly)","2001",100,
"Victoria","Statistical Area Level 3","Warrnambool - Otway Ranges","Annual","Median rent ($/weekly)","2006",140,
"Victoria","Statistical Area Level 3","Warrnambool - Otway Ranges","Annual","Median rent ($/weekly)","2011",185,
"Victoria","Statistical Area Level 3","Migratory - Offshore - Shipping (Vic.)","Annual","Median rent ($/weekly)","2001",0,
"Victoria","Statistical Area Level 3","Migratory - Offshore - Shipping (Vic.)","Annual","Median rent ($/weekly)","2006",0,
"Victoria","Statistical Area Level 3","Migratory - Offshore - Shipping (Vic.)","Annual","Median rent ($/weekly)","2011",0,
"Queensland","Statistical Area Level 3","Capalaba","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Capalaba","Annual","Median rent ($/weekly)","2006",235,
"Queensland","Statistical Area Level 3","Capalaba","Annual","Median rent ($/weekly)","2011",350,
"Queensland","Statistical Area Level 3","Cleveland - Stradbroke","Annual","Median rent ($/weekly)","2001",165,
"Queensland","Statistical Area Level 3","Cleveland - Stradbroke","Annual","Median rent ($/weekly)","2006",245,
"Queensland","Statistical Area Level 3","Cleveland - Stradbroke","Annual","Median rent ($/weekly)","2011",350,
"Queensland","Statistical Area Level 3","Wynnum - Manly","Annual","Median rent ($/weekly)","2001",165,
"Queensland","Statistical Area Level 3","Wynnum - Manly","Annual","Median rent ($/weekly)","2006",240,
"Queensland","Statistical Area Level 3","Wynnum - Manly","Annual","Median rent ($/weekly)","2011",360,
"Queensland","Statistical Area Level 3","Bald Hills - Everton Park","Annual","Median rent ($/weekly)","2001",180,
"Queensland","Statistical Area Level 3","Bald Hills - Everton Park","Annual","Median rent ($/weekly)","2006",240,
"Queensland","Statistical Area Level 3","Bald Hills - Everton Park","Annual","Median rent ($/weekly)","2011",360,
"Queensland","Statistical Area Level 3","Chermside","Annual","Median rent ($/weekly)","2001",160,
"Queensland","Statistical Area Level 3","Chermside","Annual","Median rent ($/weekly)","2006",220,
"Queensland","Statistical Area Level 3","Chermside","Annual","Median rent ($/weekly)","2011",330,
"Queensland","Statistical Area Level 3","Nundah","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Nundah","Annual","Median rent ($/weekly)","2006",210,
"Queensland","Statistical Area Level 3","Nundah","Annual","Median rent ($/weekly)","2011",325,
"Queensland","Statistical Area Level 3","Sandgate","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Sandgate","Annual","Median rent ($/weekly)","2006",210,
"Queensland","Statistical Area Level 3","Sandgate","Annual","Median rent ($/weekly)","2011",320,
"Queensland","Statistical Area Level 3","Carindale","Annual","Median rent ($/weekly)","2001",180,
"Queensland","Statistical Area Level 3","Carindale","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Carindale","Annual","Median rent ($/weekly)","2011",375,
"Queensland","Statistical Area Level 3","Holland Park - Yeronga","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Holland Park - Yeronga","Annual","Median rent ($/weekly)","2006",210,
"Queensland","Statistical Area Level 3","Holland Park - Yeronga","Annual","Median rent ($/weekly)","2011",320,
"Queensland","Statistical Area Level 3","Mt Gravatt","Annual","Median rent ($/weekly)","2001",175,
"Queensland","Statistical Area Level 3","Mt Gravatt","Annual","Median rent ($/weekly)","2006",240,
"Queensland","Statistical Area Level 3","Mt Gravatt","Annual","Median rent ($/weekly)","2011",360,
"Queensland","Statistical Area Level 3","Nathan","Annual","Median rent ($/weekly)","2001",160,
"Queensland","Statistical Area Level 3","Nathan","Annual","Median rent ($/weekly)","2006",220,
"Queensland","Statistical Area Level 3","Nathan","Annual","Median rent ($/weekly)","2011",320,
"Queensland","Statistical Area Level 3","Rocklea - Acacia Ridge","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Rocklea - Acacia Ridge","Annual","Median rent ($/weekly)","2006",245,
"Queensland","Statistical Area Level 3","Rocklea - Acacia Ridge","Annual","Median rent ($/weekly)","2011",360,
"Queensland","Statistical Area Level 3","Sunnybank","Annual","Median rent ($/weekly)","2001",180,
"Queensland","Statistical Area Level 3","Sunnybank","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Sunnybank","Annual","Median rent ($/weekly)","2011",360,
"Queensland","Statistical Area Level 3","Centenary","Annual","Median rent ($/weekly)","2001",195,
"Queensland","Statistical Area Level 3","Centenary","Annual","Median rent ($/weekly)","2006",260,
"Queensland","Statistical Area Level 3","Centenary","Annual","Median rent ($/weekly)","2011",380,
"Queensland","Statistical Area Level 3","Kenmore - Brookfield - Moggill","Annual","Median rent ($/weekly)","2001",220,
"Queensland","Statistical Area Level 3","Kenmore - Brookfield - Moggill","Annual","Median rent ($/weekly)","2006",295,
"Queensland","Statistical Area Level 3","Kenmore - Brookfield - Moggill","Annual","Median rent ($/weekly)","2011",400,
"Queensland","Statistical Area Level 3","Sherwood - Indooroopilly","Annual","Median rent ($/weekly)","2001",190,
"Queensland","Statistical Area Level 3","Sherwood - Indooroopilly","Annual","Median rent ($/weekly)","2006",260,
"Queensland","Statistical Area Level 3","Sherwood - Indooroopilly","Annual","Median rent ($/weekly)","2011",375,
"Queensland","Statistical Area Level 3","The Gap - Enoggera","Annual","Median rent ($/weekly)","2001",165,
"Queensland","Statistical Area Level 3","The Gap - Enoggera","Annual","Median rent ($/weekly)","2006",220,
"Queensland","Statistical Area Level 3","The Gap - Enoggera","Annual","Median rent ($/weekly)","2011",320,
"Queensland","Statistical Area Level 3","Brisbane Inner","Annual","Median rent ($/weekly)","2001",180,
"Queensland","Statistical Area Level 3","Brisbane Inner","Annual","Median rent ($/weekly)","2006",280,
"Queensland","Statistical Area Level 3","Brisbane Inner","Annual","Median rent ($/weekly)","2011",400,
"Queensland","Statistical Area Level 3","Brisbane Inner - East","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Brisbane Inner - East","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Brisbane Inner - East","Annual","Median rent ($/weekly)","2011",375,
"Queensland","Statistical Area Level 3","Brisbane Inner - North","Annual","Median rent ($/weekly)","2001",160,
"Queensland","Statistical Area Level 3","Brisbane Inner - North","Annual","Median rent ($/weekly)","2006",235,
"Queensland","Statistical Area Level 3","Brisbane Inner - North","Annual","Median rent ($/weekly)","2011",350,
"Queensland","Statistical Area Level 3","Brisbane Inner - West","Annual","Median rent ($/weekly)","2001",195,
"Queensland","Statistical Area Level 3","Brisbane Inner - West","Annual","Median rent ($/weekly)","2006",260,
"Queensland","Statistical Area Level 3","Brisbane Inner - West","Annual","Median rent ($/weekly)","2011",380,
"Queensland","Statistical Area Level 3","Cairns - North","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Cairns - North","Annual","Median rent ($/weekly)","2006",240,
"Queensland","Statistical Area Level 3","Cairns - North","Annual","Median rent ($/weekly)","2011",290,
"Queensland","Statistical Area Level 3","Cairns - South","Annual","Median rent ($/weekly)","2001",140,
"Queensland","Statistical Area Level 3","Cairns - South","Annual","Median rent ($/weekly)","2006",185,
"Queensland","Statistical Area Level 3","Cairns - South","Annual","Median rent ($/weekly)","2011",240,
"Queensland","Statistical Area Level 3","Innisfail - Cassowary Coast","Annual","Median rent ($/weekly)","2001",100,
"Queensland","Statistical Area Level 3","Innisfail - Cassowary Coast","Annual","Median rent ($/weekly)","2006",130,
"Queensland","Statistical Area Level 3","Innisfail - Cassowary Coast","Annual","Median rent ($/weekly)","2011",185,
"Queensland","Statistical Area Level 3","Port Douglas - Daintree","Annual","Median rent ($/weekly)","2001",160,
"Queensland","Statistical Area Level 3","Port Douglas - Daintree","Annual","Median rent ($/weekly)","2006",240,
"Queensland","Statistical Area Level 3","Port Douglas - Daintree","Annual","Median rent ($/weekly)","2011",250,
"Queensland","Statistical Area Level 3","Tablelands (East) - Kuranda","Annual","Median rent ($/weekly)","2001",110,
"Queensland","Statistical Area Level 3","Tablelands (East) - Kuranda","Annual","Median rent ($/weekly)","2006",135,
"Queensland","Statistical Area Level 3","Tablelands (East) - Kuranda","Annual","Median rent ($/weekly)","2011",200,
"Queensland","Statistical Area Level 3","Darling Downs (West) - Maranoa","Annual","Median rent ($/weekly)","2001",75,
"Queensland","Statistical Area Level 3","Darling Downs (West) - Maranoa","Annual","Median rent ($/weekly)","2006",100,
"Queensland","Statistical Area Level 3","Darling Downs (West) - Maranoa","Annual","Median rent ($/weekly)","2011",150,
"Queensland","Statistical Area Level 3","Darling Downs - East","Annual","Median rent ($/weekly)","2001",100,
"Queensland","Statistical Area Level 3","Darling Downs - East","Annual","Median rent ($/weekly)","2006",130,
"Queensland","Statistical Area Level 3","Darling Downs - East","Annual","Median rent ($/weekly)","2011",195,
"Queensland","Statistical Area Level 3","Granite Belt","Annual","Median rent ($/weekly)","2001",100,
"Queensland","Statistical Area Level 3","Granite Belt","Annual","Median rent ($/weekly)","2006",140,
"Queensland","Statistical Area Level 3","Granite Belt","Annual","Median rent ($/weekly)","2011",190,
"Queensland","Statistical Area Level 3","Central Highlands (Qld)","Annual","Median rent ($/weekly)","2001",70,
"Queensland","Statistical Area Level 3","Central Highlands (Qld)","Annual","Median rent ($/weekly)","2006",80,
"Queensland","Statistical Area Level 3","Central Highlands (Qld)","Annual","Median rent ($/weekly)","2011",116,
"Queensland","Statistical Area Level 3","Gladstone - Biloela","Annual","Median rent ($/weekly)","2001",115,
"Queensland","Statistical Area Level 3","Gladstone - Biloela","Annual","Median rent ($/weekly)","2006",160,
"Queensland","Statistical Area Level 3","Gladstone - Biloela","Annual","Median rent ($/weekly)","2011",270,
"Queensland","Statistical Area Level 3","Rockhampton","Annual","Median rent ($/weekly)","2001",120,
"Queensland","Statistical Area Level 3","Rockhampton","Annual","Median rent ($/weekly)","2006",150,
"Queensland","Statistical Area Level 3","Rockhampton","Annual","Median rent ($/weekly)","2011",250,
"Queensland","Statistical Area Level 3","Broadbeach - Burleigh","Annual","Median rent ($/weekly)","2001",190,
"Queensland","Statistical Area Level 3","Broadbeach - Burleigh","Annual","Median rent ($/weekly)","2006",280,
"Queensland","Statistical Area Level 3","Broadbeach - Burleigh","Annual","Median rent ($/weekly)","2011",350,
"Queensland","Statistical Area Level 3","Coolangatta","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Coolangatta","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Coolangatta","Annual","Median rent ($/weekly)","2011",320,
"Queensland","Statistical Area Level 3","Gold Coast - North","Annual","Median rent ($/weekly)","2001",165,
"Queensland","Statistical Area Level 3","Gold Coast - North","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Gold Coast - North","Annual","Median rent ($/weekly)","2011",330,
"Queensland","Statistical Area Level 3","Gold Coast Hinterland","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Gold Coast Hinterland","Annual","Median rent ($/weekly)","2006",215,
"Queensland","Statistical Area Level 3","Gold Coast Hinterland","Annual","Median rent ($/weekly)","2011",310,
"Queensland","Statistical Area Level 3","Mudgeeraba - Tallebudgera","Annual","Median rent ($/weekly)","2001",185,
"Queensland","Statistical Area Level 3","Mudgeeraba - Tallebudgera","Annual","Median rent ($/weekly)","2006",270,
"Queensland","Statistical Area Level 3","Mudgeeraba - Tallebudgera","Annual","Median rent ($/weekly)","2011",370,
"Queensland","Statistical Area Level 3","Nerang","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Nerang","Annual","Median rent ($/weekly)","2006",270,
"Queensland","Statistical Area Level 3","Nerang","Annual","Median rent ($/weekly)","2011",360,
"Queensland","Statistical Area Level 3","Ormeau - Oxenford","Annual","Median rent ($/weekly)","2001",180,
"Queensland","Statistical Area Level 3","Ormeau - Oxenford","Annual","Median rent ($/weekly)","2006",290,
"Queensland","Statistical Area Level 3","Ormeau - Oxenford","Annual","Median rent ($/weekly)","2011",380,
"Queensland","Statistical Area Level 3","Robina","Annual","Median rent ($/weekly)","2001",201,
"Queensland","Statistical Area Level 3","Robina","Annual","Median rent ($/weekly)","2006",315,
"Queensland","Statistical Area Level 3","Robina","Annual","Median rent ($/weekly)","2011",400,
"Queensland","Statistical Area Level 3","Southport","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Southport","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Southport","Annual","Median rent ($/weekly)","2011",340,
"Queensland","Statistical Area Level 3","Surfers Paradise","Annual","Median rent ($/weekly)","2001",205,
"Queensland","Statistical Area Level 3","Surfers Paradise","Annual","Median rent ($/weekly)","2006",290,
"Queensland","Statistical Area Level 3","Surfers Paradise","Annual","Median rent ($/weekly)","2011",350,
"Queensland","Statistical Area Level 3","Forest Lake - Oxley","Annual","Median rent ($/weekly)","2001",133,
"Queensland","Statistical Area Level 3","Forest Lake - Oxley","Annual","Median rent ($/weekly)","2006",190,
"Queensland","Statistical Area Level 3","Forest Lake - Oxley","Annual","Median rent ($/weekly)","2011",300,
"Queensland","Statistical Area Level 3","Ipswich Hinterland","Annual","Median rent ($/weekly)","2001",110,
"Queensland","Statistical Area Level 3","Ipswich Hinterland","Annual","Median rent ($/weekly)","2006",150,
"Queensland","Statistical Area Level 3","Ipswich Hinterland","Annual","Median rent ($/weekly)","2011",241,
"Queensland","Statistical Area Level 3","Ipswich Inner","Annual","Median rent ($/weekly)","2001",120,
"Queensland","Statistical Area Level 3","Ipswich Inner","Annual","Median rent ($/weekly)","2006",175,
"Queensland","Statistical Area Level 3","Ipswich Inner","Annual","Median rent ($/weekly)","2011",260,
"Queensland","Statistical Area Level 3","Springfield - Redbank","Annual","Median rent ($/weekly)","2001",130,
"Queensland","Statistical Area Level 3","Springfield - Redbank","Annual","Median rent ($/weekly)","2006",200,
"Queensland","Statistical Area Level 3","Springfield - Redbank","Annual","Median rent ($/weekly)","2011",315,
"Queensland","Statistical Area Level 3","Beaudesert","Annual","Median rent ($/weekly)","2001",110,
"Queensland","Statistical Area Level 3","Beaudesert","Annual","Median rent ($/weekly)","2006",150,
"Queensland","Statistical Area Level 3","Beaudesert","Annual","Median rent ($/weekly)","2011",250,
"Queensland","Statistical Area Level 3","Beenleigh","Annual","Median rent ($/weekly)","2001",125,
"Queensland","Statistical Area Level 3","Beenleigh","Annual","Median rent ($/weekly)","2006",190,
"Queensland","Statistical Area Level 3","Beenleigh","Annual","Median rent ($/weekly)","2011",300,
"Queensland","Statistical Area Level 3","Browns Plains","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Browns Plains","Annual","Median rent ($/weekly)","2006",210,
"Queensland","Statistical Area Level 3","Browns Plains","Annual","Median rent ($/weekly)","2011",320,
"Queensland","Statistical Area Level 3","Jimboomba","Annual","Median rent ($/weekly)","2001",170,
"Queensland","Statistical Area Level 3","Jimboomba","Annual","Median rent ($/weekly)","2006",255,
"Queensland","Statistical Area Level 3","Jimboomba","Annual","Median rent ($/weekly)","2011",360,
"Queensland","Statistical Area Level 3","Loganlea - Carbrook","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Loganlea - Carbrook","Annual","Median rent ($/weekly)","2006",215,
"Queensland","Statistical Area Level 3","Loganlea - Carbrook","Annual","Median rent ($/weekly)","2011",325,
"Queensland","Statistical Area Level 3","Springwood - Kingston","Annual","Median rent ($/weekly)","2001",130,
"Queensland","Statistical Area Level 3","Springwood - Kingston","Annual","Median rent ($/weekly)","2006",185,
"Queensland","Statistical Area Level 3","Springwood - Kingston","Annual","Median rent ($/weekly)","2011",280,
"Queensland","Statistical Area Level 3","Bowen Basin - North","Annual","Median rent ($/weekly)","2001",60,
"Queensland","Statistical Area Level 3","Bowen Basin - North","Annual","Median rent ($/weekly)","2006",70,
"Queensland","Statistical Area Level 3","Bowen Basin - North","Annual","Median rent ($/weekly)","2011",80,
"Queensland","Statistical Area Level 3","Mackay","Annual","Median rent ($/weekly)","2001",130,
"Queensland","Statistical Area Level 3","Mackay","Annual","Median rent ($/weekly)","2006",190,
"Queensland","Statistical Area Level 3","Mackay","Annual","Median rent ($/weekly)","2011",310,
"Queensland","Statistical Area Level 3","Whitsunday","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Whitsunday","Annual","Median rent ($/weekly)","2006",220,
"Queensland","Statistical Area Level 3","Whitsunday","Annual","Median rent ($/weekly)","2011",290,
"Queensland","Statistical Area Level 3","Bribie - Beachmere","Annual","Median rent ($/weekly)","2001",140,
"Queensland","Statistical Area Level 3","Bribie - Beachmere","Annual","Median rent ($/weekly)","2006",200,
"Queensland","Statistical Area Level 3","Bribie - Beachmere","Annual","Median rent ($/weekly)","2011",280,
"Queensland","Statistical Area Level 3","Caboolture","Annual","Median rent ($/weekly)","2001",135,
"Queensland","Statistical Area Level 3","Caboolture","Annual","Median rent ($/weekly)","2006",200,
"Queensland","Statistical Area Level 3","Caboolture","Annual","Median rent ($/weekly)","2011",290,
"Queensland","Statistical Area Level 3","Caboolture Hinterland","Annual","Median rent ($/weekly)","2001",120,
"Queensland","Statistical Area Level 3","Caboolture Hinterland","Annual","Median rent ($/weekly)","2006",165,
"Queensland","Statistical Area Level 3","Caboolture Hinterland","Annual","Median rent ($/weekly)","2011",260,
"Queensland","Statistical Area Level 3","Narangba - Burpengary","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Narangba - Burpengary","Annual","Median rent ($/weekly)","2006",210,
"Queensland","Statistical Area Level 3","Narangba - Burpengary","Annual","Median rent ($/weekly)","2011",300,
"Queensland","Statistical Area Level 3","Redcliffe","Annual","Median rent ($/weekly)","2001",129,
"Queensland","Statistical Area Level 3","Redcliffe","Annual","Median rent ($/weekly)","2006",180,
"Queensland","Statistical Area Level 3","Redcliffe","Annual","Median rent ($/weekly)","2011",280,
"Queensland","Statistical Area Level 3","Hills District","Annual","Median rent ($/weekly)","2001",180,
"Queensland","Statistical Area Level 3","Hills District","Annual","Median rent ($/weekly)","2006",250,
"Queensland","Statistical Area Level 3","Hills District","Annual","Median rent ($/weekly)","2011",365,
"Queensland","Statistical Area Level 3","North Lakes","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","North Lakes","Annual","Median rent ($/weekly)","2006",230,
"Queensland","Statistical Area Level 3","North Lakes","Annual","Median rent ($/weekly)","2011",350,
"Queensland","Statistical Area Level 3","Strathpine","Annual","Median rent ($/weekly)","2001",150,
"Queensland","Statistical Area Level 3","Strathpine","Annual","Median rent ($/weekly)","2006",210,
"Queensland","Statistical Area Level 3","Strathpine","Annual","Median rent ($/weekly)","2011",310,
"Queensland","Statistical Area Level 3","Far North","Annual","Median rent ($/weekly)","2001",45,
"Queensland","Statistical Area Level 3","Far North","Annual","Median rent ($/weekly)","2006",50,
"Queensland","Statistical Area Level 3","Far North","Annual","Median rent ($/weekly)","2011",75,
